seed	n_docs	lang	bytes_gmean	bytes_gstd	bytes_total	chars_gmean	chars_gstd	chars_total	tresholded_vocab	vocab_size	words_gmean	words_gstd	words_total
1708174236	10000	ml	4271.01809574866	3.45712645388349	96453094	1618.45040521802	3.44365005189982	36147334	57838	706073	207.969673098028	3.38289012824166	4509492
1708174254	10000	ml	4282.58890819228	3.44585684684599	96129390	1622.14618166455	3.43221232227083	36018993	57648	703619	208.399525121439	3.37112505879823	4493832
1708174271	10000	ml	4290.14200391637	3.45041718594176	96518092	1625.64572138817	3.43779240345934	36180041	57851	707337	208.979587236656	3.37696165690636	4516078
1708174338	50000	ml	2923.01852761953	2.85936760601416	281117511	1122.66391820802	2.85645874321315	107054832	111557	1598563	144.408277530197	2.85450390147372	13582443
1708174398	50000	ml	2921.5982006058	2.85718203530258	280943469	1122.13270052914	2.85419905538727	106990246	111535	1598188	144.361445260173	2.85206113105902	13576250
1708174450	50000	ml	2921.49193217211	2.85797337880087	280923695	1122.00752821017	2.85488325322503	106975700	111466	1597861	144.330756322779	2.85293964906465	13577394
1708174453	500000	vi	369.870232721566	3.15663648952409	671712739	305.858945624063	3.10529147458452	532285668	26100	1288245	65.1955108193288	3.31099508297922	126232352
1708174502	50000	ml	2921.6472906486	2.85952113241923	281053695	1121.93690913108	2.85662693555848	107037383	111533	1598687	144.304333293988	2.85442726591086	13585230
1708174555	50000	ml	2921.33882431146	2.85893369336733	280932458	1121.91793160645	2.85600388484785	106997204	111566	1598518	144.292516437787	2.85436918275654	13580727
1708174707	1000	sw	1143.52048054722	3.09053578755391	2412466	1140.41938900113	3.09196160310852	2406072	3942	46023	212.213354591954	3.06901580646467	440342
1708174708	1000	sw	1140.03896996521	3.08872439196219	2299063	1137.19470278644	3.09039558657365	2294016	3818	44183	211.702452315023	3.07387396434129	421813
1708174710	1000	sw	1176.42942785854	2.99681553068082	2344109	1173.64269770467	2.9983707158217	2339239	3878	44528	218.268663609896	2.97655567224741	429199
1708174711	1000	sw	1133.91628983285	3.06708738015308	2308394	1130.96778632506	3.06881257789626	2303353	3803	43877	209.952529266766	3.04676805928534	421285
1708174712	1000	sw	1167.99816753937	3.06933442206728	2398548	1165.31715256298	3.07006066836101	2392763	3897	45331	216.957600319986	3.04840132910396	438987
1708174761	5000	sw	531.92609806902	3.60508877251935	6542551	530.643451305095	3.60332071350177	6524552	5966	84938	99.4808387992195	3.56209629873514	1202646
1708174765	5000	sw	529.096472075134	3.57360593372376	6439200	527.828419071387	3.57214296942069	6422685	5858	83133	98.921550656755	3.52786442990072	1181716
1708174769	5000	sw	536.012444503906	3.58096587286715	6481840	534.715285676695	3.57924455164651	6463834	5907	84129	100.227097146146	3.53768381437722	1191677
1708174773	5000	sw	531.729511936197	3.5694836657682	6438364	530.442668824652	3.56762763772109	6420229	5870	83399	99.397506173329	3.52526899590381	1181644
1708174777	5000	sw	534.174922330496	3.58575527210726	6517590	532.892979855403	3.58399342208063	6499737	5923	84406	99.8549403561927	3.54161963991429	1196099
1708174829	10000	sw	522.926488066864	3.28848918161292	12356625	521.863759267562	3.28649814171825	12325176	9244	137698	97.2349857167832	3.25008405429615	2271660
1708174836	10000	sw	524.416704049215	3.29009622248332	12381697	523.348962353699	3.28811741248229	12350101	9270	137985	97.5111353747011	3.25238487458819	2277246
1708174844	10000	sw	521.478244696954	3.28719618555778	12308284	520.410757575398	3.28519360698392	12276710	9222	137498	96.943490573584	3.24862435183467	2257000
1708174851	10000	sw	522.297902615219	3.29268504185491	12376154	521.232409798809	3.29070057079828	12344587	9274	137975	97.1082550878441	3.25470760791825	2275645
1708174859	10000	sw	524.291966495048	3.29513862688907	12417906	523.230503674014	3.29316369089767	12386356	9300	138123	97.4662006311101	3.25757496823974	2283520
1708174916	50000	sw	399.838230440125	2.80977387618465	43693672	398.921343935033	2.80941516947456	43582680	17621	340907	73.7940128940377	2.76628682290876	7971835
1708174946	50000	sw	399.670482207483	2.80928264692981	43636227	398.754053405271	2.80892495792046	43525228	17591	338730	73.7668360050322	2.76596234157365	7965503
1708174974	50000	sw	399.611418538043	2.8086309508899	43647454	398.694180351031	2.80827297393208	43536501	17583	340146	73.7550044107074	2.7652814862401	7966585
1708175002	50000	sw	399.813931886787	2.80910211853403	43638446	398.896508043752	2.80874596715872	43527558	17589	340270	73.7927218094864	2.7654094954293	7958754
1708175030	500000	vi	369.872404103923	3.15666434294086	671727294	305.860366793491	3.10531800283193	532296097	26096	1288205	65.196143312838	3.31101181536318	126235002
1708175031	50000	sw	399.732051075945	2.80969371325026	43674101	398.814932167255	2.809328258855	43563118	17588	340273	73.7783600133204	2.76638394657484	7972381
1708175156	1000	ky	2744.24361304453	3.78577084792514	7190465	1539.40722172259	3.80258996808682	4073240	8384	92014	280.68541969439	3.8628315242011	749434
1708175159	1000	ky	2879.95407743727	3.80911141500713	7097868	1617.49210328634	3.81671293866497	4027798	8354	89934	295.785564644037	3.87031371400309	747604
1708175161	1000	ky	3050.05871186642	3.66179458264517	7266387	1713.85687089255	3.6656268882687	4076596	8224	88567	312.869428239398	3.73024997303413	748917
1708175164	1000	ky	2766.46337355766	3.68430815613047	6745883	1552.57072000934	3.69468717850372	3820860	7940	85011	281.588841393416	3.77032454977165	707457
1708175166	1000	ky	3047.64280610576	3.86022204769947	7745347	1715.73007541275	3.8667174795704	4398478	8899	96124	314.486700748655	3.93061276332255	822366
1708175218	5000	ky	2262.2316785411	2.86513036982887	22265530	1266.84134727336	2.85855108421636	12481586	14968	183432	228.766708925628	2.8699893864726	2264895
1708175226	5000	ky	2274.80486961874	2.85181300977869	22293713	1273.16314490915	2.84766136881811	12500255	14952	183919	229.872046886701	2.8616623489392	2270903
1708175233	5000	ky	2281.92358676452	2.88011393112205	22725109	1277.20456195277	2.87498527014688	12740994	15261	184937	230.522425620621	2.88826040079847	2313956
1708175240	5000	ky	2283.89895109592	2.86363226938439	22533303	1278.79839939921	2.85788295511393	12636406	15182	185624	231.026225960865	2.87023869125698	2297842
1708175248	5000	ky	2266.98686638377	2.87057428407408	22365860	1268.86456704771	2.8658821240125	12533703	15027	183947	228.830016076662	2.88140904307003	2271104
1708175305	10000	ky	2149.8079742773	2.64378569845234	38922251	1195.6344047377	2.63560241396895	21651270	19287	253371	208.42320087649	2.6383192515764	3801121
1708175318	10000	ky	2148.79457074234	2.63475649824568	38728319	1195.12162438653	2.62687444266918	21546942	20308	253098	208.347704730015	2.62984614658163	3784101
1708175330	10000	ky	2152.16539992558	2.63301787829617	38767372	1196.98596285225	2.62502260089477	21567050	20272	252803	208.676766930697	2.62900484829077	3788480
1708175343	10000	ky	2147.03336267249	2.63778219338103	38715532	1194.20474650668	2.62949911649917	21539078	20315	252606	208.183848865068	2.63329059689028	3783721
1708175355	10000	ky	2155.56247424646	2.63681914602842	38845525	1198.8415168675	2.62860029547927	21609770	19276	252936	208.916715747853	2.63202406605094	3794049
1708175417	50000	ky	1166.41727293909	2.41071125661424	99270663	657.006242051819	2.38886377498634	55491687	27980	456525	118.724896534904	2.37592476331573	9931675
1708175454	50000	ky	1166.05579096609	2.40940589271321	99209459	656.836372993813	2.38729401328022	55455688	27942	456180	118.713175659738	2.37354474933429	9925057
1708175488	50000	ky	1166.40316667025	2.4077731941999	99147309	657.073548732479	2.38534023362365	55421934	27920	455843	118.784913486018	2.37044519854934	9919854
1708175522	50000	ky	1166.48696531092	2.40869389300803	99225443	657.077601130941	2.38640855891383	55460974	27946	455846	118.762986010086	2.37263150393312	9925765
1708175557	50000	ky	1165.7397170342	2.40955268295678	99192799	656.668137756459	2.38728008284366	55446703	27927	456167	118.686985854122	2.37330734175476	9924029
1708175693	1000	lmo	237.761525617355	3.20792012756923	715027	227.68297424412	3.22418429624298	691357	2760	31978	48.4853131298084	3.2891897488812	149812
1708175694	1000	lmo	237.687924719703	3.15645085856765	657868	227.798580314911	3.17451202256676	636177	2459	28470	48.3985034560739	3.24108205185986	136924
1708175695	1000	lmo	247.562757936367	3.28046956021246	733353	237.283408569518	3.29588447807642	708418	2293	30083	50.4924603200843	3.35051924669998	151719
1708175744	5000	lmo	375.30676761871	3.08994204786349	4421641	359.554043637334	3.09315079440784	4247038	7059	102058	76.9348614161429	3.13257813645084	921662
1708175748	5000	lmo	375.854879874255	3.06598197710906	4315847	360.043470438947	3.06956828276064	4147394	7704	106643	77.056319710422	3.10935278533995	899102
1708175751	5000	lmo	374.437780176512	3.06825996350571	4386742	358.735403001071	3.0716989595973	4214699	7784	108065	76.7909956805718	3.11164698138395	916716
1708175754	5000	lmo	376.553287224343	3.0723102564272	4392309	360.832410128603	3.07658004395587	4223844	7834	107576	77.2041894439955	3.1145605882108	915786
1708175757	5000	lmo	377.847261311149	3.08197003186383	4451754	362.053242976313	3.08497148069554	4277838	7867	110175	77.4981173794705	3.12411278029663	930096
1708175809	10000	lmo	408.423199042928	2.64887721240288	7900746	389.698652453785	2.6482370933674	7551217	10353	154422	85.5639877996674	2.66326591698595	1656588
1708175815	10000	lmo	409.392845146319	2.65893103727403	7971740	390.644554116106	2.6581449253107	7617954	10437	155978	85.7338572024275	2.67396163573607	1671427
1708175821	10000	lmo	409.463366396126	2.65618955755736	7961773	390.685037596282	2.655242811083	7607493	10425	155801	85.759654870569	2.67059199160573	1669358
1708175827	10000	lmo	408.688884055407	2.64607255025075	7902032	389.951214733546	2.64508200867811	7550082	10340	153989	85.6259954121499	2.6607496214816	1657334
1708175832	10000	lmo	409.485110283362	2.64915531938801	7948284	390.700218241697	2.64826689760414	7594480	10388	156100	85.789853603897	2.66360277030558	1666774
1708175885	50000	lmo	378.668760882613	2.36448781559289	32090557	363.630209022949	2.35647258389778	30775987	17953	340139	77.061345225932	2.38815882257977	6586920
1708175910	50000	lmo	379.073079163232	2.36367375221948	32105846	364.016863223996	2.35575460998545	30791270	17956	339880	77.1403915268699	2.38738156073794	6589698
1708175934	50000	lmo	378.835801969016	2.36476283317845	32111298	363.790884566533	2.35676502771203	30796414	17961	340364	77.0931530897122	2.38835642747378	6591021
1708175959	50000	lmo	378.890202509617	2.36461259526673	32123204	363.840917005183	2.35662078088644	30807780	17972	340309	77.1088441405199	2.38809827736503	6593250
1708175983	50000	lmo	379.013094909792	2.36288800940925	32092583	363.955925966186	2.35492790515591	30777602	17948	340098	77.1299274562302	2.38638068964483	6586902
1708176103	1000	jv	496.856345358165	3.19740384011443	1219110	485.747600934294	3.19399462095956	1191347	3357	33111	84.3532806383305	3.20307816318814	208831
1708176104	1000	jv	491.15785999045	3.25316583714064	1211709	479.955079203542	3.24973799028526	1184378	3403	32834	83.8067568244189	3.25704963319358	209130
1708176105	1000	jv	485.069200352956	3.15885506060471	1165485	473.9342682292	3.15529596760188	1138863	3260	31892	82.182898100434	3.16364900782804	198136
1708176106	1000	jv	497.605461393512	3.14923818984688	1152413	486.011473716675	3.14605573462034	1126193	3246	32607	84.7133471559425	3.15597565889487	197990
1708176155	5000	jv	237.517406304559	3.15975782894256	3256460	231.004079960532	3.164737033668	3178128	5756	65865	38.413326047791	3.26221651751702	551830
1708176157	5000	jv	238.371036599236	3.15665510757884	3295878	231.870740489043	3.16177385740422	3216598	5833	66438	38.5249175069989	3.26288442025222	558530
1708176159	5000	jv	237.524369843297	3.13321372356421	3177169	231.023067666116	3.13791121503322	3100194	5634	64875	38.4222689071908	3.23525713055578	539052
1708176161	5000	jv	238.341160239053	3.15373429065011	3214751	231.816352147007	3.15905881096707	3137683	5696	65545	38.4950049889944	3.26178987631062	545834
1708176163	5000	jv	239.275158359644	3.11714873597986	3195123	232.709259939188	3.12205807927647	3118134	5672	64840	38.6662714955328	3.21893668935513	541399
1708176213	10000	jv	145.833366631817	3.59611525687496	4631939	141.828105732131	3.60891568031768	4516034	6950	84493	23.6531325023854	3.66162867616866	786978
1708176216	10000	jv	146.100733718025	3.59222634396415	4614997	142.100916359011	3.60517005730413	4505266	6933	83576	23.7100767979852	3.66037339164357	785194
1708176220	10000	jv	145.745266405648	3.59527374016647	5685264	141.747497426818	3.60814021054436	5566296	5592	84371	23.6335790536666	3.66458795600395	1013215
1708176224	10000	jv	145.540519030668	3.59949535834136	5653840	141.543433844167	3.6122942314649	5535451	5989	83985	23.6118188928269	3.66540829649112	1005791
1708176228	10000	jv	146.166399302643	3.61414189443299	5708114	142.156078344035	3.6272492468846	5593803	5614	84074	23.69877185515	3.6808617804433	1015053
1708176280	50000	jv	353.935736315052	3.47996248627835	43345545	344.357378006611	3.50104581286683	42462462	25232	387808	57.3648301283956	3.59819795837772	7396038
1708176308	50000	jv	353.638003363152	3.47893672482485	43319883	344.069864355531	3.50003307686436	42438067	25249	387913	57.3165494631182	3.59698783242268	7390546
1708176335	50000	jv	354.001485690322	3.47982994761395	43359276	344.425979458536	3.50086441518372	42476352	25285	387904	57.3676086082864	3.59775940134439	7395345
1708176362	50000	jv	353.757099072837	3.47861043261486	43326409	344.192504564167	3.4996793559645	42445119	25226	387715	57.3343881742792	3.59677820388523	7391679
1708176389	50000	jv	353.965925851188	3.47892085800988	43342948	344.389325465443	3.49996556442561	42459657	25245	387767	57.3665218269761	3.59702826097322	7393908
1708176512	1000	ku	889.01754001639	4.12337911681466	2470116	809.689635823882	4.10060167255085	2240316	5301	57313	160.312743800163	4.1052366680522	448550
1708176513	1000	ku	876.864173653171	3.99038008497228	2253796	798.967836710631	3.9694454804677	2043980	4917	54671	158.147335782575	3.9506922591999	408122
1708176515	1000	ku	867.088144622777	4.28084473399121	2482965	789.964873069834	4.25813083540767	2251282	5343	57890	157.478837732197	4.23776473587051	453230
1708176516	1000	ku	894.613907949543	4.07104810123002	2339857	814.809327138198	4.05399663510725	2124209	5097	55889	161.775218387054	4.04534200967015	426732
1708176518	1000	ku	915.502134602208	4.13997506800563	2622159	834.398881650096	4.11914873419434	2380505	5554	59803	165.813826139204	4.10159042816036	475546
1708176566	5000	ku	452.529714907429	4.11621200110827	7388444	410.041885255871	4.12469999081118	6703651	9552	129079	79.6399604555933	4.23576531235618	1342406
1708176571	5000	ku	452.302980635189	4.11378327409454	7352451	409.770412279986	4.12387488924136	6672302	9510	127586	79.5286067250935	4.23857169018113	1335457
1708176575	5000	ku	453.122585914585	4.12123547805004	7393783	410.431128761786	4.13179215579595	6708743	9523	128249	79.6372055949582	4.24788155174072	1342794
1708176580	5000	ku	453.998960548996	4.09645173244891	7334916	411.340719755457	4.10567095608183	6655376	9489	128004	79.9389372452705	4.21626286682178	1333310
1708176585	5000	ku	448.713910322796	4.12333552566241	7365729	406.555231135624	4.13257514328601	6683625	9496	127294	78.9360240761648	4.24734754587776	1338277
1708176644	10000	ku	404.169314389063	3.78312276934965	11733021	365.692546883895	3.80589979771419	10660418	13034	190911	70.9389931110355	3.9011341961223	2132908
1708176652	10000	ku	404.568164885426	3.77650477023659	11734187	366.066756649586	3.79912109333377	10660380	13032	191174	71.0063184795562	3.89343985838764	2132010
1708176659	10000	ku	405.16343276452	3.78260757905681	11756093	366.58004062881	3.80526799415635	10681296	13071	191778	71.1037716062513	3.8989377787243	2135255
1708176667	10000	ku	404.882924009487	3.78730532065782	11773983	366.365442018339	3.80969296091428	10696268	13131	191314	71.0558429223207	3.90322601506945	2138644
1708176674	10000	ku	404.380513458082	3.78159456588333	11728630	365.857607364275	3.80427228532401	10654782	13044	191600	70.9767731206243	3.89840165691952	2131112
1708176733	50000	ku	266.587660099446	2.90462473309854	32238058	242.120703621273	2.91899776488987	29403784	23249	406655	44.5023674838727	3.04035593067044	5754224
1708176756	50000	ku	266.755428836412	2.90736187082541	32360468	242.274941812824	2.92174513129183	29514826	23312	407406	44.5341635786282	3.04286480769028	5775111
1708176780	50000	ku	266.356241919836	2.90281585262622	32177120	241.906006185239	2.91721968840273	29348109	23185	406358	44.4605864528167	3.03840146465476	5743109
1708176803	50000	ku	266.739480839422	2.90633132153876	32285918	242.261050146746	2.92072576960823	29447829	23285	406973	44.5359396443528	3.04192703134767	5762985
1708176826	50000	ku	266.616911088575	2.90497144750711	32250035	242.147973311818	2.9193775739017	29415242	23259	406869	44.5110289129553	3.04066023347179	5756575
1708176948	1000	vec	157.835520778408	2.25909367270422	382639	153.506819547862	2.25374205844597	370240	907	13953	36.5281620013462	2.17385901883911	79887
1708176949	1000	vec	157.486943411283	2.27570395920857	433473	153.195310454973	2.27089149638693	418608	1086	15811	36.5080490979415	2.20003521610437	89907
1708176950	1000	vec	159.443781960708	2.31672931123537	442043	155.06031044381	2.31036876195801	426577	1133	15923	36.9344974417722	2.23867720479445	91511
1708177000	5000	vec	259.832528885183	3.23312473743959	3939119	252.122848056878	3.22000210371891	3801523	5906	80131	53.927854147622	3.10937637910988	785876
1708177003	5000	vec	262.841629241742	3.27092889640958	4023249	254.991332679849	3.25696977293208	3880822	6013	80971	54.6157473314854	3.14486308463408	801930
1708177006	5000	vec	263.766683379573	3.2876593920177	4035333	255.924649716174	3.27397674334035	3893452	6043	81450	54.776181552161	3.158810673223	802099
1708177009	5000	vec	261.803627950473	3.27756618472136	4034095	254.022741291524	3.26388498068954	3891934	6034	81370	54.4144897941064	3.14984855442124	802334
1708177012	5000	vec	259.897162035523	3.26986146429739	4014292	252.162386976424	3.25602851735553	3873258	6031	81197	54.0011236774071	3.14584121163861	801776
1708177065	10000	vec	433.314736737439	3.57480393851838	11454749	420.314999074221	3.5647216338572	11081150	12855	180784	87.5891452293994	3.51663831231563	2297421
1708177073	10000	vec	434.674962512635	3.58089337103232	11503196	421.624219312168	3.5711655410172	11128330	12937	181477	87.8760458188032	3.52190815373053	2307698
1708177081	10000	vec	432.347649130986	3.58289427853926	11491734	419.356025950064	3.57305745410462	11116691	12917	181236	87.3935908038612	3.52442485463865	2305152
1708177089	10000	vec	434.039336957194	3.59263816633822	11568479	421.016428220988	3.58292029430439	11191061	13020	181873	87.7787129326966	3.53426813580183	2320718
1708177097	10000	vec	434.198331337451	3.59485323105423	11547130	421.145437048176	3.58495982759587	11170245	12964	181820	87.7597132503898	3.53657645110227	2316290
1708177153	50000	vec	247.285908859269	2.10248750302852	22145453	241.47209092861	2.0960189724637	21510025	12318	235281	45.2253983981033	2.17291962691167	4267982
1708177172	50000	vec	247.270410933429	2.10242744918281	22144129	241.458707647279	2.09595665219672	21508818	12319	235275	45.2221638656601	2.17284672345067	4267705
1708177190	50000	vec	247.320118272076	2.10262312030924	22148717	241.504261543854	2.09614841082898	21513056	12318	235297	45.2324461077048	2.17305745632988	4268642
1708177209	50000	vec	247.328007807974	2.10267797181731	22149637	241.512866903746	2.09620437900834	21513997	12321	235300	45.23587893445	2.17310758821436	4268911
1708177227	50000	vec	247.304394348767	2.10272759431718	22148652	241.49101527508	2.09624983668678	21513080	12322	235283	45.2297771087801	2.17315949405479	4268644
1708177341	1000	ht	150.955635183802	3.06657078903368	429931	146.902649058825	3.07051288140507	419081	1154	12166	30.2623917430414	3.08592273987139	88419
1708177342	1000	ht	151.922791012696	3.00086789415993	380882	147.717881689299	3.00564810480311	370583	1158	11599	30.4180965264778	2.99629911975063	77027
1708177343	1000	ht	153.162579170912	3.1003774517382	423974	148.972194560721	3.1026443231659	412604	1304	12501	30.6236260697534	3.09073057655675	85425
1708177391	5000	ht	172.707635042899	2.28359523264089	1471103	168.370375116652	2.28365537087566	1432106	1292	21575	33.1070338797414	2.26898815503645	289320
1708177392	5000	ht	172.48190191192	2.28757699154033	1475639	168.168248859222	2.28704189770562	1436505	1310	21767	33.0851918519588	2.27229099368566	290340
1708177393	5000	ht	172.413837897886	2.29367836472803	1481805	168.09063426786	2.29377815309812	1442756	1323	21896	33.0687046134654	2.27998374750967	292299
1708177395	5000	ht	173.104781754214	2.2915260804782	1487194	168.770837823244	2.29136248202492	1447966	1333	21965	33.1835720997619	2.27820014295458	293182
1708177396	5000	ht	172.866411424063	2.29047054793728	1483815	168.513406934351	2.29067005711893	1444630	1324	21831	33.129926845832	2.27769016091776	292513
1708177445	10000	ht	165.568634648159	2.33939633586443	2954688	161.562313156494	2.33374592747242	2876173	2494	39817	33.7244078549977	2.29363583334822	601822
1708177448	10000	ht	164.680287277433	2.33094485355222	2915585	160.689616655531	2.32554506732564	2838283	2436	39370	33.5434120220801	2.28434679123798	593965
1708177450	10000	ht	164.171232825287	2.32589642693203	2906944	160.194061876961	2.32042506927415	2829777	2444	39375	33.4465421906599	2.27890970700481	592094
1708177453	10000	ht	164.647618842759	2.33537499230007	2931326	160.659795631039	2.32997434868734	2853789	2812	39954	33.5449134627525	2.28811414481346	596627
1708177456	10000	ht	164.518599430131	2.33377079218303	2928814	160.53408819304	2.32831422669583	2851218	2471	39353	33.5292403845115	2.28766888573872	597225
1708177460	100000	fa	1561.01547478389	3.75934364902647	432987876	866.099748517173	3.7726800277022	240703882	33153	867024	173.922278487836	3.84351158168207	49911327
1708177507	50000	ht	281.185113627379	2.3536405859915	21652536	276.210875989483	2.35535022792399	21266195	1618	84370	54.3141591782225	2.30469894815629	4154794
1708177523	50000	ht	281.244221341814	2.35486940214546	21632641	276.271649122036	2.3566222953785	21247029	1617	84009	54.3227353726824	2.30584317598513	4150338
1708177540	50000	ht	281.213991452588	2.35241210576716	21621857	276.24462530805	2.35411026836635	21236603	1607	84135	54.3151706170596	2.30367950653518	4147938
1708177556	50000	ht	281.085528064111	2.35362510368907	21611619	276.114402384411	2.3553684933815	21226300	1615	84248	54.294091904035	2.30479065236971	4147393
1708177573	50000	ht	281.228478031169	2.35268600196699	21619224	276.256376297066	2.35437901245998	21233846	1608	83935	54.3138417742702	2.30422272059727	4147951
1708177593	100000	zh	1987.24884445039	4.22139241988587	512284692	765.95964403073	4.18077889248449	196078597	42505	906519	455.083558757622	4.22684167002782	117475451
1708177607	100000	nl	1868.44069236981	3.57457045274513	411437806	1861.6784856945	3.57674185414311	410167651	59549	1458136	335.916098921211	3.59456968248206	74559447
1708177610	100000	pl	1534.32724670552	3.9170621791702	416701626	1454.49839187808	3.9171355154882	395133860	90786	1512761	245.889656514409	3.88820312595639	66620124
1708177610	100000	ru	5132.17411410152	3.92908397988426	1253686005	2887.8594572832	3.89440907485385	699173149	129340	2468696	509.368210111248	3.82926685519857	121556119
1708177614	100000	ja	5316.99452913427	3.58383005602805	1141785297	2004.20754663224	3.54149759425653	426066706	38868	1110575	1093.14770336784	3.62395462415209	236345269
1708177623	100000	es	4044.83198488709	3.74520337521004	912027127	3963.55106049352	3.74606410408141	893820528	60734	1651825	748.303350105808	3.75535351142399	169020675
1708177627	100000	it	985.258179006294	5.65430584919482	446929424	974.119863939814	5.67313830232667	443629773	56545	1217542	162.872427430386	6.0275109351607	79276676
1708177631	100000	fr	4361.8952927265	3.90123361676278	998264920	4224.39867058307	3.8982444207399	966120254	62242	1686114	790.793038436498	3.9134844188055	181079188
1708177636	100000	de	4754.81253489494	3.79375072734767	1040424269	4673.56056869255	3.79285091037132	1022306710	119445	3168058	784.077158261012	3.79698549954673	171020598
1708177644	1000	ar	10864.595576881	4.12646480269353	25215490	6102.14803306587	4.10632639895164	14043387	19334	215409	1179.0664425028	4.05057108041318	2655871
1708177646	1000	uk	7509.68228302589	3.77006141650637	16486331	4187.81552831037	3.76658919363497	9181779	13972	155055	736.414846863428	3.74482170300557	1612658
1708177651	1000	pt	7510.83907819745	4.76946106901303	18553067	7275.9506372463	4.77981820916473	18001486	10569	135790	1368.87304168913	4.75898900440471	3364681
1708177654	1000	uk	7441.65875471934	3.73316536268153	16618282	4150.68036689898	3.73399341078863	9263377	14236	155434	728.101027250852	3.73139043237735	1626602
1708177656	1000	ar	11210.1711699173	3.96998373334807	25181501	6302.5459535095	3.94988308889346	14038775	19245	211647	1219.49781386978	3.89349823040724	2656962
1708177660	1000	uk	7369.80173914562	3.70512584703992	16035693	4109.74587453803	3.70324230054398	8935386	13772	152312	720.815760625622	3.69644078436709	1569069
1708177664	1000	pt	7277.0522861682	4.77250630470232	18103973	7049.21917716762	4.78380198196381	17564405	10405	136585	1329.00376921521	4.75737406101297	3287854
1708177666	1000	uk	7490.84644324844	3.59269843736302	15611850	4176.42000764328	3.59243744892518	8699745	13457	147614	733.34096244379	3.56661020564109	1521251
1708177667	1000	ar	11367.4087615901	4.15488501174114	25989910	6384.05030248685	4.13617238973443	14477792	19654	220617	1234.61799166002	4.07955019455947	2745361
1708177671	1000	uk	7696.11550713126	3.57975305975827	16210608	4287.47526364948	3.58245878925366	9028222	13810	152997	749.277751100957	3.57505629715853	1577351
1708177671	100000	fa	1561.30410407803	3.7587992745789	432834760	866.281427882153	3.7720979477621	240622838	33151	866663	173.959161377824	3.84288788998307	49895652
1708177677	1000	pt	6889.88691395654	4.93182920065511	17962082	6675.02547496312	4.94041669952668	17421715	10224	132493	1255.60110064316	4.91124203272895	3250107
1708177678	1000	ar	10834.5547004876	4.19917768064484	25548175	6093.74459088925	4.18093728778379	14252685	19501	213033	1180.7739185112	4.11023520016287	2692452
1708177688	1000	pms	557.265069723736	2.16827493524089	950227	533.009108127033	2.166333368481	905977	1688	20305	108.777539491382	2.24753494521974	190376
1708177689	1000	ar	11100.0154960086	4.12820921391219	25599043	6242.78522005279	4.10812073249671	14280043	19553	218145	1210.38380825174	4.04198881929549	2705003
1708177689	1000	pms	539.200318936433	2.04191518776284	839670	515.715491208547	2.03992249981247	799836	1471	18063	105.231679891321	2.11180386618104	168099
1708177689	1000	pt	7541.9162361128	4.67716012622239	18609937	7308.6085730281	4.68749586230453	18061025	10314	133987	1374.26201052051	4.66288595589682	3372568
1708177690	1000	pms	538.865423275363	2.04638051977195	843740	515.521158184758	2.04450764179853	805161	1506	18009	105.269947019417	2.12228874982714	169049
1708177702	1000	pt	7470.94705652522	4.76691864916251	18498325	7238.81148363649	4.77608548548172	17950157	10634	137928	1359.48738021363	4.7598588271583	3357224
1708177726	5000	uk	4718.9422913883	3.75378510168248	54749327	2624.11513142659	3.75672975128134	30495965	25645	332164	454.636160227601	3.75624861934096	5353790
1708177738	5000	pms	485.188017214486	2.02506488082686	3835579	461.658557365772	2.02947354857546	3647896	3556	53826	94.9258997053082	2.0536987895602	760304
1708177741	5000	pms	486.968799286101	2.02391227520879	3844748	463.504180904088	2.02787734713436	3656989	3556	53768	95.2556707616411	2.05183393221965	761448
1708177744	5000	pms	488.731429562215	2.03006733637613	3863400	465.195755567558	2.03398014565109	3674840	3579	54051	95.6043677249286	2.05842507811941	765556
1708177746	5000	ar	7135.74849858373	4.52827372635787	94093636	3994.32162404119	4.52110055096995	52447236	39337	529501	763.975766815772	4.51771333022509	9975982
1708177747	5000	pms	487.230346836709	2.03196499894264	3861551	463.696165143532	2.03593377281696	3672551	3576	54095	95.343629695474	2.05996135910321	765400
1708177747	5000	uk	4699.81547899427	3.77136901088767	54794979	2613.55789815519	3.77459191541903	30521920	27119	335931	452.826151998898	3.77426450097959	5356565
1708177749	5000	pms	486.810591623511	2.02772786182057	3834852	463.342796312621	2.03166335521585	3647696	3535	53856	95.2171034493072	2.05642406849733	760003
1708177762	5000	pt	3928.2537747385	4.82208528155225	57391760	3807.67028874946	4.82737502558476	55678562	17910	277846	730.612958799139	4.82059529878002	10556061
1708177768	5000	uk	4718.38377588036	3.74855384288991	54767828	2624.13174854085	3.75123040293154	30506402	25737	327066	454.798569958033	3.74867701297197	5343860
1708177789	5000	uk	4658.01210671961	3.79254189262897	54694550	2590.44870459043	3.79519772708196	30464711	25691	332770	449.150181413518	3.792722975616	5351383
1708177791	5000	ar	7027.56853902995	4.55089953345228	93303577	3933.83594379476	4.54374555504117	52007971	39233	529539	752.223786810351	4.54122300186902	9889290
1708177801	10000	pms	412.163666535086	2.02574023454968	6401776	388.185735518685	2.04905583842746	6070895	4486	78905	79.6012343852517	2.08580933493926	1264789
