id,trigrams
1736,317
1738,257
1746,294
1748,318
1749,405
1750,300
1751,306
1752,297
1753,257
1754,325
1756,339
1757,267
1758,894
1759,315
1760,289
1761,287
1763,310
1764,307
1765,325
1766,385
1768,305
1769,549
1770,373
1771,392
1773,82
1774,391
1775,198
1776,326
1777,317
1778,315
1779,342
1780,330
1781,385
1782,289
1783,355
1784,298
1785,371
1786,361
1787,14
1788,348
1789,358
1790,310
1791,333
1792,30
1797,345
1800,751
1801,270
1802,151
1804,42
1805,217
1807,359
1808,26
1813,140
1817,84
1819,220
1820,303
1822,354
1823,300
1824,172
1826,357
1827,198
1828,265
1831,346
1832,281
1833,188
1838,317
1839,313
1840,60
1841,395
1842,290
1843,321
1845,46
1847,312
1848,23
1850,37
1854,368
1855,121
1856,15
1857,167
1861,146
1862,8
1864,267
1868,339
1869,315
1870,305
1871,229
1872,199
1874,58
1877,280
1878,383
1879,360
1881,328
1882,406
1883,369
1884,478
1885,308
1886,236
1887,32
1889,128
1890,277
1891,31
1893,308
1894,449
1895,379
1896,301
1897,261
1898,265
1899,279
1902,37
1903,234
1904,127
1905,229
1907,367
1908,67
1910,103
1914,434
1915,127
1917,333
1920,36
1922,24
1923,63
1924,263
1925,533
1926,64
1927,55
1928,302
1929,138
1930,115
1931,578
1932,225
1933,298
1934,111
1935,232
1936,291
1938,290
1939,1004
1940,237
1941,112
1942,106
1943,58
1944,94
1945,250
1946,203
1947,2599
1948,775
1949,535
1950,140
1951,808
1955,262
1957,163
1958,828
1961,498
1963,109
1964,37
1966,332
1967,309
1968,676
1969,68
1973,340
1974,960
1975,398
1976,81
1977,309
1978,432
1979,528
1980,371
1981,1308
1982,405
1985,177
1986,26
1988,208
1989,613
1990,374
1991,80
1992,21
1994,163
1995,310
1996,245
1997,342
2000,1655
2001,624
2002,486
2003,392
2006,365
2008,232
2009,62
2010,426
2011,409
2012,182
2013,420
2014,1098
2015,292
2017,474
2019,405
2020,219
2021,154
2022,233
2023,719
2024,859
2025,255
2028,211
2029,233
2030,196
2031,307
2032,350
2033,134
2035,145
2036,456
2037,241
2038,160
2039,426
2040,255
2042,373
2043,69
2044,260
2046,178
2047,30
2048,72
2054,513
2056,384
2057,453
2059,150
2060,52
2061,335
2062,402
2063,315
2064,329
2065,187
2066,80
2067,327
2068,211
2069,153
2070,466
2072,477
2073,912
2074,314
2076,459
2077,521
2078,307
2079,365
2080,452
2081,82
2082,516
2086,383
2087,26
2088,29
2089,356
2090,73
2091,486
2092,252
2093,483
2094,122
2095,759
2096,299
2097,221
2098,206
2099,366
2100,100
2101,328
2102,665
2103,633
2104,321
2105,438
2106,422
2107,271
2108,333
2110,666
2111,33
2112,48
2113,607
2114,335
2115,481
2116,100
2117,629
2118,402
2119,310
2120,366
2121,471
2122,202
2123,328
2124,277
2125,422
2126,84
2127,287
2128,618
2129,428
2130,352
2131,60
2132,410
2133,199
2134,188
2136,275
2138,308
2139,181
2142,118
2143,325
2144,42
2145,153
2146,192
2147,344
2148,454
2149,94
2150,234
2151,688
2152,6
2153,14
2155,11
2158,16
2159,11
2160,29
2161,11
2163,14
2164,29
2165,13
2166,33
2167,12
2168,12
2169,13
2170,11
2171,11
2172,11
2173,11
2174,11
2175,11
2176,13
2177,11
2178,11
2179,11
2180,13
2181,12
2182,11
2183,13
2184,12
2186,11
2187,13
2188,11
2189,11
2190,13
2191,11
2192,11
2193,12
2194,11
2195,11
2196,13
2197,13
2198,11
2199,11
2200,11
2201,11
2202,11
2203,11
2204,12
2205,11
2206,12
2207,13
2208,12
2209,11
2210,11
2211,41
2212,11
2213,20
2214,13
2215,229
2216,12
2217,11
2218,12
2219,12
2220,13
2221,44
2222,13
2223,38
2224,5
2225,21
2227,16
2228,15
2229,14
2230,17
2231,15
2233,40
2237,30
2238,11
2240,18
2241,19
2242,24
2243,13
2244,51
2245,17
2246,13
2248,51
2250,55
2251,25
2253,14
2254,63
2257,7
2258,27
2260,25
2263,12
2264,38
2270,32
2271,15
2272,34
2274,32
2275,39
2284,46
2285,11
2286,11
2289,28
2290,12
2291,50
2294,24
2295,14
2297,291
2298,146
2299,10
2300,7
2301,3
2303,142
2304,36
2306,144
2307,308
