id,trigrams
5020,60
5021,62
5022,55
5030,118
5032,143
5034,161
5035,166
5037,190
5039,219
5042,211
5043,192
5044,104
5045,217
5047,74
5053,503
5055,641
5057,958
5058,112
5059,834
5060,393
5061,583
5062,1008
5064,1102
5066,452
5067,590
5068,301
5069,64
5070,61
5071,56
5072,77
5073,113
5075,314
5076,3582
5077,740
5079,1339
5080,344
5081,638
5082,114
5083,117
5084,312
5085,3472
5087,90
5093,878
5094,2385
5137,653
5142,20
5146,271
5147,1275
5149,129
5154,100
5165,156
5168,64
5169,54
5170,220
5174,102
5175,1300
5178,4182
5179,49
5180,46
5181,2498
5182,66
5183,84
5184,5372
5185,42
5186,35
5187,52
5188,103
5189,34
5190,75
5191,34
5193,18
5194,87
5195,304
5196,8018
5203,1081
5210,76
5211,170
5215,1108
5216,64
5217,67
5218,208
5228,828
5230,276
5232,400
5233,371
5234,501
5236,4150
5237,328
5238,96
5239,3007
5250,6020
5252,3794
5254,3812
5255,2879
5257,2127
5261,2755
5262,2466
5269,1888
5270,1889
5272,2311
5273,2457
5275,2365
5277,1744
5278,2228
5279,2497
5281,4997
5284,3273
5286,2473
5292,2704
5293,45
5294,333
5295,87
5304,34
5310,265
5311,151
5312,600
5313,468
5315,556
5316,238
5317,345
5318,1248
5319,1343
5320,480
5321,2658
5322,2346
5323,2462
5324,2265
5325,2554
5326,2240
5327,3691
5329,4105
5331,109
5336,69
5338,436
5339,729
5342,2419
5343,2102
5344,2508
5348,274
5349,147
5351,1712
5352,1753
5353,2595
5354,2294
5358,467
5360,440
5361,398
5362,383
5363,468
5364,845
5365,986
5367,702
5370,257
5372,508
5374,2121
5381,144
5383,415
5386,115
5388,84
5389,1996
5391,2823
5392,670
5396,4276
5398,297
5399,342
5401,271
5402,480
5404,1706
5413,2359
5414,3642
5416,1806
5420,42438
5424,57
5444,150
5445,268
5447,98
5450,276
5454,3137
5455,3532
5456,1308
5457,982
5460,478
5461,189
5462,304
5463,310
5465,1026
5466,143
5467,140
5468,2452
5469,95
5470,2318
5472,178
5473,72
5474,93
5475,76
5476,198
5477,884
5478,3793
5480,245
5485,194
5486,1213
5488,901
5490,504
5491,78
5493,432
5494,493
5495,1254
5498,3332
5499,3734
5502,1767
5503,1464
5504,834
5510,671
5520,210
5521,11820
5522,6607
5523,13213
5524,4750
5525,224
5526,270
5527,291
5528,176
5529,235
5530,466
5531,396
5532,596
5533,5412
5534,92
5535,494
5542,438
5546,1824
5547,305
5548,377
5549,508
5551,2579
5556,322
5559,30087
5565,233
5567,1444
5568,810
5569,1659
5571,600
5574,66
5575,484
5576,2752
5577,501
5579,530
5585,63
5586,223
5587,63
5590,1135
5599,23
5699,60
5700,77
5701,270
5702,11459
5704,53
5705,131
5706,92
5707,513
5708,150
5709,29
5710,192
5711,90
5712,89
5713,101
5714,22
5715,24
5723,215
5724,316
5725,107
5728,205
5729,150
5730,95
5732,143
5733,655
5734,6540
5735,91
5736,87
5737,49
5738,80
5739,126
5740,98
5741,1490
5742,557
5743,524
5744,164
5745,842
5746,8498
5747,263
5748,995
5750,252
5752,278
5753,1583
5755,374
5757,119
5760,821
5761,147
5763,858
5765,333
5766,489
5770,182
5771,70
5775,115
5776,755
5777,216
5779,106
5786,69
5787,326
5788,33478
5790,1187
5791,244
5793,319
5794,2953
5795,1250
5796,475
5798,978
5799,1408
5800,2856
5801,222
5802,280
5805,115
5808,222
5809,177
5810,151
5811,167
5812,214
5813,182
5814,211
5815,934
5816,321
5817,130
5818,91
5819,605
5820,838
5822,90
5823,169
5824,130
5825,331
5826,528
5827,110
5831,54
5832,103
5835,184
5848,199
5864,249
5865,283
5866,150
5868,223
5871,3076
5872,53
5873,50
5874,461
5875,73
5876,245
5877,620
5878,1007
5879,6336
5880,1602
5881,4434
5882,196
5883,2120
5886,188
5887,228
5888,5729
5889,8362
5891,5993
5892,25937
5893,6676
5894,116
5896,388
5898,171
5899,78
5900,123
5902,115
5903,338
5905,2475
5906,36
5910,327
5911,146
5912,505
5915,3880
5916,78
5917,120
5918,5157
5919,162
5920,208
5921,64
5922,107
5923,95
5924,107
5925,266
5931,600
5936,84
5937,3545
5938,5310
5943,1830
5944,257
5946,173
5947,987
5949,1635
5952,816
5957,3322
5958,733
5959,317
5960,107
5961,46
5962,245
5973,179
5974,89
5975,192
5976,513
5977,272
5979,73
5981,65
5984,321
5985,87
5986,355
5988,4449
5992,219
5995,308
5997,809
6002,181
6004,4984
6005,4126
6007,156
6008,1353
6009,162
6016,231
6017,409
6018,265
6024,321
6026,125
6031,261
6032,420
6033,795
6035,966
6036,527
6037,558
6038,199
6039,139
6040,74
6041,89
6042,97
6044,99
6046,301
6047,82
6049,862
6050,89
6051,133
6053,206
6054,139
6055,73
6056,561
6058,189
6059,200
6065,55
6070,2016
6080,29
6081,33
6082,55
6084,32
6085,39
6086,29
6087,50
6088,43
6089,44
6091,61
6092,53
6093,154
6095,201
6097,3819
6098,399
6099,1443
6100,94
6101,242
6103,906
6104,145
6106,126
6107,2780
6108,102
6109,571
6110,4330
6111,2036
6112,741
6114,207
6115,5725
6117,6517
6118,1436
6120,3769
6121,2447
6122,315
6125,228
6126,121
6127,588
6128,115
6129,67
6130,217
6131,69
6132,483
6133,196
6135,14487
6138,322
6139,300
6140,380
6141,234
6142,560
6147,50
6152,277
6153,833
6154,230
6160,22019
6164,183
6187,109
6196,167
6197,179
6199,836
6201,172
6203,227
6204,82
6206,486
6209,197
6211,88
6213,75
6215,2307
6216,527
6217,104
6219,1582
6220,180
6221,959
6222,100
6224,239
6225,212
6226,1201
6227,2584
6229,979
6230,415
6231,77
6232,73
6233,213
6234,4123
6235,543
6236,864
6237,389
6238,103
6239,616
6240,106
6241,760
6244,131
6245,319
6246,165
6248,338
6249,223
6250,110
6252,115
6253,40
6255,2347
6268,664
6270,3246
6272,170
6273,7906
6274,111
6277,272
6279,622
6282,217
6284,249
6286,197
6288,102
6289,173
6290,497
6291,2231
6292,130
6293,124
6295,992
6296,109
6297,165
6298,3060
6300,982
6302,384
6304,10511
6305,284
6306,284
6307,193
6308,84
6310,103
6311,346
6312,183
6314,123
6316,4389
6317,88
6318,79
6321,137
6322,387
6323,1619
6325,365
6334,103
6335,30
6341,113
6346,36
6351,587
6352,32
6355,3416
6356,45
6357,4466
6358,95
6359,251
6361,149
6365,195
6367,196
6368,226
6370,189
6371,160
6373,122
6375,122
6377,115
6379,6396
6387,607
6406,238
6407,96
6408,154
6410,68
6412,2131
6413,119
6415,50
6416,188
6418,1797
6420,263
6422,598
6424,318
6425,83
6426,57
6428,428
6429,278
6431,2700
6433,102
6434,130
6436,86
6438,129
6440,115
6449,106
6451,60
6454,96
6456,1631
6458,131
6460,92
6464,201
6479,407
6482,1788
6483,4484
6484,2871
6485,3487
6486,2723
6488,3394
6491,2243
6530,89
6539,1486
6546,2501
6547,3299
6548,3036
6549,3410
6550,3048
6551,1858
6554,90
6579,204
6584,109
6586,6197
6588,820
6590,233
6591,503
6594,1742
6595,144
6596,440
6597,149
6599,195
6600,228
6601,256
6602,129
6603,71
6604,161
6606,1076
6608,77
6614,523
6615,65
6616,30
6619,1729
6620,121
6623,51
6624,46
6626,369
6627,140
6629,127
6630,229
6631,53
6632,2372
6633,150
6635,86
6636,489
6637,260
6638,495
6640,469
6641,271
6642,142
6644,216
6646,861
6647,597
6648,603
6649,210
6650,281
6651,747
6652,537
6653,60
6654,173
6669,264
6670,146
6678,129
6691,150
6703,268
6704,33
6705,80
6706,414
6707,337
6708,6275
6720,126
6729,71
6740,121
6750,699
6761,157
6786,299
6789,788
6792,32
6801,1565
6815,87
6820,131
6839,67
6841,22
6842,81
6845,357
6847,37
6857,94
6858,2793
6861,55
6867,85
6875,391
6897,5635
6898,49
6908,88
6910,817
6912,31
6916,87
6918,99
6920,334
6923,142
6924,119
6927,93
6929,151
6931,321
6932,55
6933,82
6934,547
6935,175
6939,54
6946,75
6949,129
6951,420
6952,73
6953,95
6954,48
6955,329
6956,170
6957,93
6959,159
6960,136
6963,218
6964,170
6965,295
6967,248
6969,166
6971,263
6973,352
6974,199
6976,52
6977,135
6978,202
6979,5486
6980,39
6984,110
6986,99
6990,90
6993,7
6994,309
6996,4347
6997,162
6998,117
6999,168
7001,179
7002,123
7003,59
7004,53
7005,81
7006,3045
7007,250
7008,300
7010,308
7011,257
7012,228
7014,204
7018,176
7019,493
7022,101
7024,189
7042,191
7054,96
7056,119
7057,48
7059,400
7060,181
7062,80
7064,74
7067,178
7069,71
7070,231
7071,144
7074,91
7076,70
7077,285
7078,232
7079,160
7080,3967
7081,2209
7082,64
7085,635
7087,483
7088,47
7089,93
7090,300
7093,115
7094,93
7095,526
7096,46
7099,188
7100,67
7101,1120
7102,138
7103,190
7104,776
7108,508
7110,152
7111,114
7114,329
7115,170
7116,44
7117,62
7118,110
7119,440
7120,742
7121,144
7123,175
7124,101
7132,203
7133,920
7134,278
7136,71
7137,2684
7138,90
7140,349
7141,165
7142,132
7143,520
7144,209
7145,361
7146,933
7148,145
7149,254
7151,85
7152,315
7154,262
7157,144
7159,80
7161,140
7165,1188
7167,268
7169,858
7171,103
7172,66
7174,170
7175,485
7176,162
7178,52
7183,111
7185,239
7186,2320
7188,144
7190,154
7192,91
7193,2036
7194,163
7195,103
7196,115
7197,293
7199,668
7200,29
7203,4244
7204,96
7207,19
7214,57
7221,127
7225,825
7227,135
7228,125
7230,725
7233,231
7236,25
7238,104
7258,56
7263,220
7280,72
7311,108
7313,49
7326,96
7327,102
7333,240
7334,25
7335,141
7338,162
7341,312
7343,606
7344,150
7346,246
7347,1736
7348,475
7356,18
7362,6321
7364,2449
7365,1055
7367,496
7369,450
7371,52
7372,70
7374,1667
7376,139
7378,77
7379,710
7380,70
7381,217
7382,89
7384,139
7385,95
7387,1741
7389,286
7391,262
7393,852
7394,556
7404,203
7408,184
7423,139
7430,962
7432,247
7434,178
7436,332
7438,245
7440,317
7442,370
7443,111
7445,215
7447,348
7450,285
7465,67
7478,719
7481,26
7483,365
7485,310
7486,329
7487,165
7488,116
7489,271
7490,245
7491,327
7492,257
7493,228
7494,222
7495,313
7496,317
7497,250
7498,217
7499,260
7500,416
7501,310
7502,192
7503,230
7504,195
7505,110
7506,135
7507,222
7508,327
7509,238
7510,222
7511,256
7512,155
7513,202
7515,4819
7518,484
7519,200
7520,154
7521,204
7522,302
7523,295
7524,193
7525,131
7526,283
7527,321
7528,159
7529,228
7530,207
7531,221
7532,198
7533,281
7534,178
7535,231
7536,135
7537,184
7538,237
7539,215
7540,175
7541,228
7542,262
7543,170
7544,186
7545,97
7546,252
7547,190
7548,291
7549,146
7551,35
7552,120
7553,85
7554,133
7555,94
7556,743
7557,101
7558,144
7559,166
7560,70
7561,159
7562,199
7563,138
7564,210
7566,181
7567,121
7568,236
7569,192
7570,134
7571,200
7572,101
7573,193
7574,241
7575,123
7576,125
7577,63
7579,525
7581,139
7582,4179
7584,260
7586,256
7588,205
7589,192
7592,10
7597,561
7605,20
7625,409
7629,374
7653,2663
7663,146
7702,18
7704,7
7709,13
7710,3
7715,2200
7719,206
7721,133
7723,162
7724,454
7725,296
7726,165
7729,292
7730,145
7731,315
7732,326
7734,231
7736,693
7739,214
7742,335
7743,506
7753,51
7754,200
7755,10
7756,14
7757,419
7758,250
7759,526
7760,80
7761,131
7762,266
7796,33
7812,205
7814,663
7816,176
7818,336
7820,1091
7822,444
7824,294
7826,1548
7828,422
7830,161
7832,220
7834,663
7835,132
7843,8
7845,11
7847,5
7849,65
7850,5
7852,25
7858,2011
7859,135
7861,36
7864,510
7866,296
7869,148
7871,926
7873,131
7875,218
7877,273
7879,150
7885,1072
7892,146
7898,79
7901,1314
7907,331
7908,5408
7909,348
7912,216
7960,221
7961,133
7967,10
7968,2974
7969,270
7970,290
7971,5134
7972,195
7973,1680
7977,83
7979,130
7984,27
7986,7
7988,7
7991,562
7993,446
7995,214
7997,154
7999,212
8001,266
8003,243
8004,893
8007,86
8018,511
8021,121
8023,77
8025,141
8027,210
8029,298
8031,432
8033,469
8036,102
8041,2047
8043,756
8054,155
8055,111
8063,4791
8066,282
8070,1143
8071,51
8072,288
8074,95
8075,155
8076,150
8078,268
8080,209
8081,105
8082,1937
8084,463
8086,97
8087,41
8088,212
8089,165
8090,200
8095,754
8099,509
8101,260
8103,821
8108,180
8109,103
8111,120
8112,45
8113,7
8114,17
8115,7
8116,7
8117,7
8118,7
8119,7
8120,7
8121,54
8122,7
8123,7
8124,7
8125,23
8126,17
8127,7
8128,7
8129,7
8130,7
8131,7
8132,9
8133,7
8134,31
8135,7
8136,7
8137,63
8138,24
8139,17
8140,7
8141,30
8170,528
8171,299
8173,287
8174,105
8175,107
8177,39
8178,4326
8179,594
8180,74
8181,174
8184,231
8185,168
8187,98
8188,79
8190,114
8192,83
8193,157
8195,390
8201,2779
8204,304
8207,104
8208,116
8209,61
8213,217
8214,3437
8216,203
8217,244
8219,580
8220,222
8221,435
8222,216
8224,1137
8227,489
8230,467
8237,616
8244,21
8253,63
8256,139
8264,367
8266,832
8268,153
8269,1313
8272,1911
8275,126
8276,50
8280,207
8281,715
8286,197
8287,205
8288,157
8290,243
8293,95
8296,44
8297,58
8298,509
8308,352
8310,94
8319,1108
8320,486
8321,358
8323,142
8324,172
8325,161
8326,58
8327,173
8328,1149
8330,369
8331,371
8333,158
8335,107
8339,180
8340,697
8344,824
8346,256
8347,115
8349,95
8350,482
8351,2723
8363,84
8366,651
8367,54
8368,99
8370,100
8371,37
8373,89
8376,98
8378,161
8379,80
8380,77
8381,73
8383,1839
8385,92
8388,158
8390,480
8391,918
8393,116
8394,145
8395,81
8397,311
8398,74
8399,4642
8400,130
8402,208
8404,191
8405,1529
8406,210
8408,902
8409,214
8411,102
8414,1402
8415,108
8417,272
8418,890
8420,147
8423,28
8425,57
8426,159
8430,1608
8434,761
8436,130
8438,69
8440,485
8441,1174
8442,7
8443,185
8444,3385
8446,3183
8447,770
8449,275
8450,223
8453,324
8454,130
8455,182
8456,110
8457,221
8461,895
8462,193
8463,365
8464,78
8465,73
8466,2268
8467,3469
8470,140
8472,179
8474,163
8478,289
8489,265
8493,216
8504,219
8505,256
8506,84
8578,223
8590,524
8591,57
8605,222
8610,599
8611,162
8612,72
8613,175
8614,130
8616,199
8618,70
8619,195
8620,65
8621,587
8622,413
8623,143
8627,227
8629,901
8630,2201
8631,150
8632,221
8634,152
8636,5634
8637,583
8638,559
8639,728
8641,145
8642,172
8643,405
8644,54
8652,4406
8654,147
8655,1164
8657,740
8658,489
8659,662
8661,179
8665,979
8678,147
8684,483
8686,902
8687,849
8688,1667
8692,957
8696,134
8697,137
8698,133
8699,340
8701,429
8702,405
8704,404
8709,81
8710,36
8711,74
8712,105
8713,1861
8714,189
8716,168
8718,345
8719,194
8720,41
8741,104
8749,87
8772,78
8780,98
8784,2209
8791,130
8793,6545
8794,77
8796,1052
8800,210
8803,755
8811,218
8814,3869
8815,248
8816,174
8819,207
8822,135
8824,175
8825,233
8828,810
8832,37
8834,105
8835,317
8836,52
8838,71
8839,31
8840,120
8841,70
8854,11
8886,111
8897,48
8902,398
8908,609
8911,217
8914,143
8916,55
8918,35
8919,1662
8920,81
8921,194
8922,1579
8926,675
8930,118
8931,178
8932,190
8934,1078
8935,1801
8941,61
8942,161
8947,37
8951,67
8956,90
8967,78
8980,1325
8981,716
8983,35
8986,251
8987,416
8989,146
8990,491
8992,67
8995,131
8997,316
8999,1172
9000,594
9003,1897
9005,132
9008,849
9012,34
9015,32
9018,159
9024,175
9027,75
9036,393
9041,117
9042,171
9047,182
9048,599
9049,176
9050,969
9051,787
9056,72
9060,859
9061,118
9062,492
9063,158
9064,155
9066,576
9067,858
9068,207
9069,133
9070,77
9072,119
9073,818
9075,3413
9078,215
9079,313
9080,616
9081,119
9083,14
9084,1314
9085,333
9086,228
9087,342
9089,367
9090,1980
9091,153
9092,95
9095,3533
9097,69
9099,953
9103,94
9104,1457
9111,83
9117,583
9118,41
9119,108
9123,1843
9125,21
9128,25
9129,251
9130,1934
9131,1793
9132,1982
9134,158
9136,59
9138,66
9139,246
9140,99
9141,311
9142,66
9144,1157
9146,72
9147,97
9148,63
9149,66
9151,103
9152,808
9153,369
9155,135
9156,64
9157,814
9158,300
9160,167
9161,190
9162,82
9164,493
9166,59
9167,2700
9168,189
9169,462
9174,337
9176,128
9181,226
9187,539
9197,26
9202,283
9203,158
9205,761
9208,332
9209,148
9210,210
9211,210
9213,108
9214,1934
9218,566
9219,2565
9220,189
9222,70
9223,887
9224,2129
9226,137
9227,562
9229,129
9230,163
9232,127
9234,457
9236,149
9237,100
9239,296
9241,267
9242,776
9245,342
9247,1655
9252,118
9257,50
9261,67
9263,86
9268,87
9277,43
9282,64
9294,339
9296,251
9303,135
9309,2077
9310,916
9312,92
9317,233
9318,324
9320,199
9321,240
9329,27
9330,1159
9331,702
9348,790
9419,1504
9439,84
9442,1554
9446,48
9447,22
9448,160
9449,848
9453,165
9455,1570
9457,209
9459,194
9461,430
9463,2323
9468,142
9475,1
9477,887
9479,563
9481,1087
9482,267
9483,3812
9485,78
9486,178
9487,398
9491,158
9492,91
9495,218
9497,217
9498,129
9499,499
9500,879
9501,75
9502,1026
9503,333
9504,95
9508,634
9509,186
9510,119
9511,157
9512,224
9513,762
9514,1303
9515,352
9518,138
9520,2237
9535,1171
9543,13
9549,755
9550,211
9551,48
9552,1133
9558,169
9559,56
9560,124
9561,149
9563,709
9564,1678
9567,326
9568,976
9569,451
9573,2210
9574,49
9576,331
9577,53
9578,196
9579,414
9580,238
9582,184
9583,39
9584,31
9586,752
9594,50
9595,54
9605,846
9614,1105
9624,196
9627,1647
9628,4
9631,928
9632,132
9633,707
9634,81
9636,207
9638,54
9639,214
9640,377
9644,824
9646,297
9650,190
9651,68
9653,976
9655,322
9656,28
9657,172
9658,194
9662,44
9663,551
9664,215
9666,3218
9667,180
9669,163
9670,110
9671,92
9672,54
9673,3237
9675,17
9677,80
9678,148
9680,931
9683,745
9684,136
9688,334
9692,122
9693,218
9697,197
9703,982
9708,650
9710,323
9712,170
9713,107
9714,158
9718,309
9719,128
9720,289
9721,221
9723,172
9725,63
9727,331
9728,801
9730,2739
9731,5090
9734,787
9735,1377
9739,642
9742,121
9745,661
9746,2807
9750,177
9752,811
9757,79
9758,169
9761,87
9762,85
9763,224
9766,743
9767,473
9769,563
9771,76
9772,147
9773,245
9775,246
9779,40
9780,113
9785,287
9786,215
9788,58
9789,4096
9790,147
9791,126
9792,140
9793,107
9795,355
9798,185
9799,31
9800,3650
9801,848
9807,627
9817,104
9825,50
9829,82
9830,402
9834,146
9836,492
9840,101
9846,201
9848,180
9849,114
9851,326
9853,740
9854,124
9856,2174
9857,204
9858,77
9860,113
9861,194
9864,105
9867,104
9869,12
9872,126
9873,117
9874,428
9875,94
9877,255
9881,79
9882,79
9884,74
9885,51
9886,194
9888,314
9891,277
9892,110
9897,73
9898,607
9900,1019
9902,1245
9903,169
9904,715
9908,80
9913,123
9917,91
9926,73
9959,134
9960,19
9963,676
9966,1291
9967,315
9973,35
9979,135
9982,119
9986,133
9991,1106
9992,293
9995,598
9996,104
9997,97
10001,172
10004,480
10005,565
10007,86
10009,224
10011,103
10025,743
10034,96
10037,35
10046,121
10062,53
10063,555
10070,322
10074,93
10088,652
10089,8607
10091,6162
10097,56
10100,423
10107,129
10108,669
10110,199
10116,87
10123,90
10124,122
10126,144
10128,316
10132,70
10144,17
10145,14
10146,90
10156,77
10157,75
10158,80
10159,179
10160,203
10161,196
10162,164
10163,136
10164,157
10165,190
10166,74
10167,168
10168,148
10169,132
10170,66
10171,82
10172,134
10173,81
10174,90
10175,129
10176,128
10177,115
10178,131
10179,104
10180,97
10185,11070
10186,1731
10187,9373
10189,93
10193,245
10195,331
10211,97
10217,99
10227,630
10230,223
10232,127
10233,24
10241,63
10249,1349
10251,87
10255,229
10256,88
10257,27
10258,118
10259,133
10260,76
10261,220
10262,106
10263,85
10264,105
10265,124
10266,52
10267,163
10268,157
10269,70
10270,137
10271,112
10272,56
10273,90
10274,61
10275,158
10276,258
10277,191
10278,86
10279,166
10280,188
10281,104
10282,94
10283,234
10284,449
10285,259
10286,182
10287,253
10288,180
10289,179
10290,218
10291,291
10292,154
10293,124
10294,218
