id,english_chars
605,0.0
607,0.0
608,0.0002906225781451821
612,0.0028145229383619475
613,0.0
614,0.002455459113750571
615,0.00047903645239290115
617,0.05188679245283019
623,0.0001724237025116386
624,0.00041777440182301555
628,0.0019856591285162713
646,0.0
647,0.022448979591836733
649,0.0
651,0.0
653,0.0
654,0.0
661,0.0
663,0.0
664,0.002369668246445498
665,0.0
666,0.0
668,0.0
669,0.0
671,0.0009237341954852491
674,0.0
675,0.0
677,0.0
678,0.04838709677419355
679,0.0
680,0.0
683,0.0
690,0.002033898305084746
695,0.008240773916159082
696,0.0010480233483682675
697,1.5314052940681017e-05
714,0.0012161829967266564
728,0.008612734543217471
754,0.0
756,0.0
757,0.04891304347826087
758,0.0
759,0.0
760,0.0
761,0.004909983633387889
762,0.0018419975440032747
769,0.0
770,0.012698412698412698
771,0.019672131147540985
773,0.0
775,0.010570824524312896
776,0.010958904109589041
777,0.013937282229965157
778,0.020618556701030927
786,0.014227642276422764
787,0.02021563342318059
789,0.04050632911392405
793,0.00014205121961118552
795,0.0
796,0.0
797,0.028698224852071005
801,0.007120605251446373
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.007731958762886598
831,0.0
832,0.019886363636363636
833,0.01182033096926714
836,0.0
837,0.0
839,0.0
842,0.009174311926605505
843,0.0
844,0.0
846,0.005928226119481986
847,0.011597910208328817
849,0.004737787943146545
853,0.0
855,0.009142857142857144
857,0.0
861,0.041501976284584984
865,0.0
871,0.002054593484003522
874,0.01682905225863596
875,0.0943526170798898
1059,0.0
1060,0.0
1064,0.0013054830287206266
1066,0.013224821973550356
1070,0.046135410425404436
1072,0.0011603171533552505
1074,0.0164897381457891
1075,0.006376195536663124
1079,0.03289159095566637
1080,0.004591324310105696
1081,0.0002036411029202134
1082,0.014667817083692839
1083,0.003915718814096587
1084,0.0018047401609045445
1085,0.0011516946363935505
1086,0.0005512589782252703
1087,0.0061830628243347684
1088,0.004616386198188956
1090,0.006316812439261419
1092,0.0
1093,0.0
1097,0.0
1098,0.0033112582781456954
1099,0.0
1103,0.0
1104,0.0008826517653035306
1105,0.016629357211384713
1116,0.0
1120,0.0
1131,0.0
1132,0.0
1133,0.0
1135,0.0
1136,0.0
1140,0.0
1386,0.00491320013101867
1392,0.0
1393,0.0
1395,0.0
1396,0.0024313997915943034
1397,0.0
1410,0.0
1414,0.0005812826971517147
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1581,0.0
1582,0.0
1583,0.0005558643690939411
1584,0.0
1585,0.0
1586,0.092174168873198
1597,0.0
1607,0.0
1608,0.0
