id,mean_word_length
64661,5.269961977186312
43905,4.7042553191489365
45545,4.567741935483871
56537,4.99685534591195
96925,3.5619047619047617
44459,4.795620437956204
57225,4.5698630136986305
32299,4.966666666666667
4186,4.906832298136646
34033,3.8977635782747604
98458,4.7024
67393,4.8589928057553955
25450,4.320224719101123
86840,4.764285714285714
50257,4.622047244094488
42701,4.604081632653061
72768,4.0840197693574956
74880,4.438053097345133
38541,5.666666666666667
86212,5.034136546184739
47156,4.129770992366412
97074,4.571601941747573
44073,6.329166666666667
34060,4.288753799392097
2611,4.8292880258899675
67996,4.632075471698113
41691,4.478960396039604
95979,5.166666666666667
54051,5.221052631578948
73883,5.550607287449393
96202,5.29064039408867
26831,4.469178082191781
74853,4.388059701492537
86989,4.360902255639098
45075,4.835714285714285
61341,4.771787960467206
77867,4.874239350912779
42244,4.55
55873,5.009009009009009
67277,4.886694386694387
26004,5.066666666666666
64082,4.955102040816326
98573,4.905362776025236
72645,4.370481927710843
6906,5.178921568627451
45565,4.318181818181818
28744,4.786276715410573
62240,4.806818181818182
61260,4.84692417739628
99169,4.57703081232493
74329,5.110132158590308
29195,4.708784596871239
70746,4.927601809954751
3886,5.395904436860068
69133,4.7125
34080,4.714285714285714
60904,5.550898203592815
84488,5.070967741935484
51764,4.351198871650212
70824,4.5442622950819676
64824,5.121212121212121
77983,4.901734104046243
50242,5.196078431372549
87596,4.900763358778626
35457,4.372549019607843
52677,4.878787878787879
50314,4.658914728682171
42439,4.835858585858586
45470,4.40625
38583,4.949438202247191
39849,5.017094017094017
51724,5.155963302752293
36533,4.887096774193548
33510,4.857466063348416
34372,6.282722513089006
22486,5.257668711656442
61725,4.1650165016501655
41033,4.7172413793103445
37247,4.938992042440319
7056,4.7386759581881535
78980,4.810368349249659
30524,4.2
57348,4.822608695652174
4508,4.58656330749354
56451,10.5
31914,4.4
7019,4.589473684210526
42545,4.917322834645669
71098,4.422360248447205
86216,5.082191780821918
43763,4.134615384615385
40635,5.0
35260,4.260869565217392
98528,5.293333333333333
55111,4.323076923076923
43764,3.9962616822429906
56318,4.368029739776952
46696,5.176
36105,5.067028985507246
2226,4.553524804177545
45805,4.759643916913946
34235,4.5230288836846215
74150,5.194050991501417
73049,6.17741935483871
74022,4.953722334004024
37589,4.410958904109589
28135,4.9630915093541015
81786,5.10126582278481
2898,4.536231884057971
6567,4.714697406340058
68222,4.675
83938,4.8359375
38032,5.127795527156549
55026,4.705741626794258
49964,4.905405405405405
83604,4.289017341040463
3260,4.451127819548872
28202,4.812335958005249
79031,4.142857142857143
5285,5.3131955484896665
7842,4.307086614173229
84849,4.991051454138702
39008,5.494791666666667
37267,4.81639344262295
84064,4.6263048016701465
98194,5.395894428152492
59022,4.490196078431373
3388,5.192452830188679
33356,4.015290519877676
7442,4.790697674418604
70706,4.783471074380166
52395,4.81
54695,5.254901960784314
4214,4.80379746835443
74848,4.864661654135339
38574,3.7032967032967035
4322,4.653846153846154
75784,4.784565916398714
87616,4.557291666666667
85856,4.853603603603603
21927,5.616666666666666
97786,5.195767195767195
62474,5.070921985815603
4338,4.540214477211796
31047,6.233333333333333
87241,5.0
87462,5.232804232804233
5491,4.405086285195277
41211,4.9614243323442135
64323,5.211045364891519
95784,5.193965517241379
40849,4.372881355932203
83352,4.884615384615385
82496,4.883720930232558
61871,5.573275862068965
59507,4.813397129186603
69183,5.188118811881188
66376,4.338645418326693
71049,4.32051282051282
41928,4.534246575342466
23843,4.509146341463414
7119,5.495238095238095
31855,5.211832061068702
63457,4.618497109826589
98490,4.906420021762786
38064,5.004016064257028
82332,4.842592592592593
36008,4.583984375
66648,4.622144112478032
30475,4.790581162324649
36622,4.640569395017794
51619,4.267441860465116
80482,5.1
31095,4.380281690140845
67900,4.654353562005277
79479,10.666666666666666
64477,4.942615239887112
67580,4.701492537313433
28563,5.014705882352941
69454,4.336182336182336
87802,5.242857142857143
85428,4.635026737967914
72429,4.7852722772277225
61809,5.475728155339806
80967,4.145228215767635
71321,5.4275092936802976
32561,5.213114754098361
72726,4.867924528301887
80054,5.77
51701,4.2548076923076925
21869,6.722222222222222
39655,4.562758620689655
32459,4.734939759036145
64908,4.604255319148936
28263,5.549450549450549
34964,4.5
43564,5.18
44171,4.868663594470046
49894,4.888888888888889
71486,4.742387119355968
54062,4.939823008849557
85569,4.604554865424431
32493,5.636363636363637
35228,4.41248097412481
54184,4.936073059360731
83283,4.412844036697248
96302,4.729486023444545
85631,5.0539772727272725
6945,4.424
59684,5.08955223880597
97959,4.608150470219436
97268,4.8088235294117645
76104,4.775510204081633
79929,4.4487804878048784
75391,4.537037037037037
98090,4.9921259842519685
42502,4.201232032854209
87597,5.023217247097844
83360,5.421182266009852
71428,4.257879656160458
69014,5.016847172081829
42425,5.370851370851371
39173,4.272251308900524
98812,5.471119133574007
76155,5.3704092339979015
44307,5.1344537815126055
81853,4.861216730038023
95861,5.11697247706422
71016,4.976190476190476
38771,5.046816479400749
53885,4.990243902439024
60986,4.730978260869565
41367,4.839928057553957
36101,5.208121827411167
40016,4.623563218390805
70938,4.148251748251749
73897,5.285714285714286
43917,4.537864077669903
81087,4.776167471819646
39776,5.175879396984925
9776,5.62406015037594
34330,3.9734513274336285
75348,5.084848484848485
42398,4.4641975308641975
21641,4.75
41399,5.244
31961,5.25503355704698
38576,3.6847826086956523
39271,6.105263157894737
72600,4.960424028268552
36913,4.930131004366812
47455,5.22
40261,5.004705882352941
86265,4.969613259668508
34304,4.130434782608695
72239,4.71830985915493
46063,4.6964586846543
63316,5.106870229007634
34901,3.967741935483871
87441,4.2214876033057855
48977,5.175475687103594
54237,5.378333333333333
50717,4.598360655737705
60816,4.946327683615819
87678,4.271573604060913
34799,4.947194719471947
41975,4.8108108108108105
42136,5.083582089552239
35588,4.490566037735849
64388,4.940711462450593
87419,4.358974358974359
72147,5.50187265917603
97809,4.75
38794,4.822916666666667
51302,4.618181818181818
35598,4.344660194174757
68796,4.765661252900232
7738,4.716013824884793
39343,3.9508196721311477
39424,4.0
51078,5.1694352159468435
34794,4.766386554621849
64266,4.467741935483871
33911,4.746173469387755
40009,4.712166172106825
80280,4.487918215613383
73522,4.597621407333994
46854,4.3
37470,4.889156626506024
56428,4.30241935483871
51681,5.016194331983805
56734,4.61171032357473
59676,4.346354166666667
76109,4.603365384615385
85855,4.376777251184834
26600,4.990610328638498
43704,6.4
29423,4.7976190476190474
35169,4.614906832298137
76108,4.9125
66399,4.711496746203904
86829,4.712401055408971
50732,4.663656884875847
42173,4.136507936507937
41520,4.861216730038023
87755,5.14207650273224
8843,5.100660066006601
37870,4.536380597014926
37441,4.551136363636363
80952,4.964285714285714
55073,4.3178484107579465
41128,5.942622950819672
86391,5.068085106382979
2208,4.40974025974026
42418,4.723880597014926
31841,3.5925925925925926
67459,5.410958904109589
41488,4.585
81803,4.656370656370656
74801,4.609649122807017
36871,4.5315985130111525
98247,4.274336283185841
26886,4.802588996763754
41595,5.059925093632959
65381,4.856548856548857
41824,5.268343815513627
49314,5.681564245810056
43717,5.636363636363637
85922,4.721485411140583
62920,4.776595744680851
84411,4.96218487394958
66401,4.63265306122449
37323,4.783653846153846
79619,5.431372549019608
37857,4.631133671742809
67084,4.773076923076923
80624,5.333333333333333
45496,4.4481830417227455
68256,4.298329355608592
73933,5.333723653395785
86715,4.771084337349397
87022,4.673469387755102
71020,4.892857142857143
78084,5.277777777777778
97805,4.907255048616305
68066,4.283241120828127
39005,4.785714285714286
79709,4.856459330143541
35648,5.179856115107913
62938,5.095940959409594
50313,4.824719101123596
64452,4.598550724637681
47357,4.9375
25589,4.693343305908751
43647,6.0
74667,4.9865152590489705
73934,4.755237045203969
56071,5.391304347826087
60278,4.936073059360731
34659,4.870270270270271
97731,4.955974842767295
40561,4.19932918064207
63291,4.689075630252101
78603,5.090909090909091
67936,4.611859838274933
82126,4.744131455399061
42354,6.3313953488372094
71582,5.038961038961039
54670,5.4
82814,5.311111111111111
62169,4.786082474226804
88003,4.722222222222222
77865,4.591216216216216
83451,4.266331658291457
82848,4.840191387559809
36753,5.19620253164557
72605,4.293706293706293
43972,4.349753694581281
87821,4.855397148676171
9982,5.5816993464052285
70621,4.9423076923076925
3296,4.3343373493975905
40378,3.734848484848485
37071,4.70954356846473
82580,5.093023255813954
51575,4.9674556213017755
36847,5.266086956521739
3223,5.516666666666667
71805,5.090047393364929
41754,4.6875
43021,4.988888888888889
37559,5.141515761234071
41042,4.484154929577465
41183,4.11436170212766
41377,3.9661538461538464
70984,4.093939393939394
79973,4.389635316698657
53868,4.349514563106796
86704,5.002557544757034
55259,4.131416837782341
82348,4.9227053140096615
31933,4.836034318398474
7004,4.337837837837838
52350,5.075581395348837
25561,4.824
59510,4.846153846153846
52388,4.1438356164383565
56445,5.604095563139932
2096,4.214285714285714
50794,4.7763864042933815
71006,4.694252873563219
38990,4.755244755244755
86152,5.005208333333333
68095,4.547671840354767
51052,4.252465483234714
60597,5.1847133757961785
87444,5.1063829787234045
9772,4.966037735849056
31748,3.9293478260869565
31846,4.714285714285714
99087,4.947368421052632
54602,4.073170731707317
49051,4.103225806451613
42253,4.695121951219512
41940,5.963503649635037
68322,5.205128205128205
86249,4.984090909090909
63321,4.54140127388535
95988,4.32319391634981
95960,4.732673267326732
62400,4.904306220095694
32477,5.255144032921811
88255,4.607843137254902
56024,4.530487804878049
74487,5.035897435897436
64446,5.712643678160919
64144,5.7696969696969695
44561,5.138888888888889
68516,4.316695352839931
62473,4.364963503649635
68167,5.078260869565217
42145,4.830246913580247
5086,6.586956521739131
55066,5.108910891089109
73467,4.763358778625954
71485,5.54054054054054
85373,4.69045643153527
50145,4.998211091234347
7944,7.6923076923076925
58918,4.637795275590551
66575,5.242587601078167
55363,4.407725321888412
38049,5.167785234899329
70729,5.7631578947368425
40940,5.2854961832061065
97531,4.643171806167401
79942,4.786885245901639
67761,4.573816155988858
56998,5.123711340206185
78930,4.33096926713948
41970,4.978927203065134
41663,5.14935064935065
65632,5.160377358490566
71236,5.320973348783314
81989,4.961832061068702
51874,4.432295719844358
72960,5.473118279569892
38471,4.825503355704698
97136,5.122923588039867
38096,4.5576923076923075
72942,8.5
65807,4.267326732673268
43574,4.526178010471204
66556,5.194444444444445
39860,4.840390879478828
65924,5.48
76022,5.105691056910569
26444,5.059701492537314
78024,5.33843797856049
36613,4.849747474747475
37344,4.795918367346939
96108,4.495145631067961
54582,4.50080775444265
41605,5.297297297297297
99070,4.033333333333333
80771,4.39622641509434
50291,5.104838709677419
47932,4.603571428571429
34026,4.722822174226062
41603,5.25
96422,4.909090909090909
43681,5.804878048780488
76279,5.194581280788177
96876,4.517543859649122
48071,4.52073732718894
37636,4.757731958762887
98527,4.9447368421052635
37135,4.70042194092827
44410,4.903225806451613
74067,5.303030303030303
43013,4.578635014836795
40608,5.14496644295302
56268,5.026974951830443
82418,4.988009592326139
66270,4.801608579088472
98304,4.607142857142857
32007,5.174496644295302
96962,4.697160883280757
73268,4.7272727272727275
53764,4.981773997569866
68133,4.691709844559585
74873,5.207446808510638
73955,4.437137330754352
60932,5.2
83152,4.542832909245123
25624,4.585284280936455
83047,4.5962811219665936
96447,5.004115226337449
74029,4.573248407643312
60575,4.849397590361446
85791,5.0641891891891895
5150,4.678545454545454
41266,5.915322580645161
98048,5.480392156862745
74170,5.211743772241993
62684,4.820717131474104
9882,5.344827586206897
34138,4.086294416243655
74400,4.537796976241901
7559,4.667796610169492
60569,4.458498023715415
58962,5.596214511041009
66387,4.239316239316239
87513,4.856423173803527
41999,5.137651821862348
42868,4.527918781725888
69661,4.8125
40815,4.137777777777778
34213,4.85607476635514
98212,4.912727272727273
64402,4.5
54910,3.5231143552311437
25481,4.416793120890238
60602,4.724409448818897
6442,4.577981651376147
32019,5.108695652173913
60270,4.458333333333333
55358,3.9850407978241162
52347,4.568627450980392
62706,5.036290322580645
56911,5.494565217391305
23132,4.8006644518272426
41032,4.935018050541516
52516,4.605049594229035
79518,4.863247863247863
77841,5.534653465346534
50647,4.917782026768642
28569,4.116822429906542
4744,4.799253731343284
68422,4.794811320754717
54691,5.085106382978723
32602,4.885416666666667
59381,5.237804878048781
36230,5.1048593350383635
82522,5.3076923076923075
69679,4.532467532467533
37029,4.7285223367697595
54103,4.523087071240106
41202,5.323529411764706
42286,4.933333333333334
59564,4.719723183391004
64039,5.447058823529412
68056,4.736318407960199
56669,4.706172839506173
85680,4.739344262295082
45005,4.988439306358382
76536,5.397058823529412
36164,4.824742268041237
72641,4.716049382716049
35346,4.354166666666667
76894,4.647887323943662
75150,5.00307881773399
71639,4.857142857142857
78914,5.32977303070761
62582,4.446280991735537
41611,4.81151832460733
25549,4.352380952380952
4715,4.84065934065934
79655,4.682219419924338
66567,5.267123287671233
37941,5.061032863849765
4113,4.853233830845771
71538,5.086148648648648
74809,4.395061728395062
85081,4.451388888888889
82229,4.771331058020478
79849,5.171656686626746
24351,5.216666666666667
41188,4.771604938271605
35491,5.078028747433265
41628,3.888392857142857
50729,4.9858757062146895
87253,4.618947368421052
75144,4.7640750670241285
43695,6.0
72803,5.370044052863436
52631,4.987138263665595
75257,4.899244332493703
42268,4.647058823529412
43040,4.649056603773585
9898,4.556097560975609
43511,5.014285714285714
69539,4.548872180451128
41022,4.562929061784897
87763,4.37037037037037
96083,4.643229166666667
39259,4.744827586206896
40092,4.917491749174918
57552,4.84020618556701
34069,4.604651162790698
87283,4.7555555555555555
75404,4.266881028938907
60504,4.918238993710692
61611,4.092369477911647
26319,4.375
74210,4.469512195121951
51071,5.257936507936508
2260,4.691489361702128
84269,4.333333333333333
75896,5.005258899676376
35905,4.470019342359768
60168,4.481481481481482
42421,5.031872509960159
40761,5.0
63016,4.816091954022989
54009,4.925053533190578
38038,4.452830188679245
36991,5.006389776357827
4468,4.56710775047259
98722,5.231111111111111
83835,4.608108108108108
26475,4.627522935779816
52180,6.037974683544304
86511,5.184073107049608
24410,4.829896907216495
37217,4.749097472924188
96298,5.337662337662338
70972,5.301684532924962
69099,4.221818181818182
84578,4.789731051344743
85895,5.146818923327896
72609,5.297872340425532
33000,5.080645161290323
71248,4.47962382445141
70926,4.724890829694323
52429,4.412244897959184
59669,4.828932261768083
85034,5.137755102040816
40843,4.79498861047836
97993,4.90188679245283
71985,5.607142857142857
77536,4.238095238095238
95982,4.976
95989,4.519047619047619
34656,4.696324951644101
60682,5.130742049469965
73301,5.21978021978022
30449,5.0093023255813955
58582,5.452538631346578
60038,4.9125
36273,4.6171875
41342,5.640625
41389,4.545893719806763
49338,4.908536585365853
81592,5.25625
73609,5.064676616915423
31810,4.91044776119403
84261,4.994974874371859
39022,5.099644128113879
32907,5.004716981132075
80467,5.9
97730,4.644021739130435
33831,5.253541076487252
50922,4.926345609065156
87319,4.308571428571429
68122,4.823788546255507
75462,4.688581314878893
33014,4.6381578947368425
39480,4.584415584415584
6903,5.370860927152318
37222,4.710709318497914
65264,4.78125
82207,5.145211122554068
4909,6.066666666666666
96915,4.616883116883117
38410,4.806666666666667
51379,5.189490445859873
96019,4.184834123222749
6558,4.934027777777778
70612,4.402061855670103
51962,4.22
33337,4.450765864332604
35024,4.3081761006289305
98913,5.139130434782609
67484,3.986607142857143
78696,4.977124183006536
74193,4.91858407079646
67905,4.945130315500686
96261,4.755813953488372
40373,4.504854368932039
35502,4.304347826086956
45356,4.608695652173913
38068,4.94976076555024
71083,4.433373934226553
37709,4.879661016949153
74956,5.272365805168986
67579,4.871359223300971
64057,4.989130434782608
87816,5.267857142857143
5119,4.920289855072464
97478,5.297297297297297
86373,5.151821862348178
73289,4.906976744186046
65442,4.74468085106383
48262,5.632911392405063
72319,5.161879895561357
98120,4.557377049180328
43975,4.416049382716049
32926,4.982300884955753
71910,5.066536203522505
77937,5.087431693989071
34002,4.797323135755258
34158,4.18359375
69103,4.930817610062893
39205,4.2407407407407405
28514,3.0
98904,4.941520467836257
68569,4.890792291220556
34660,4.7514792899408285
50118,4.667721518987341
51492,4.715151515151515
87376,5.032085561497326
87380,5.029585798816568
67583,4.4197292069632494
74148,5.7625
97283,4.4227642276422765
87842,5.0
45301,5.233333333333333
77095,4.776785714285714
72488,4.953051643192488
40128,4.492354740061162
78640,4.720430107526882
48330,4.658610271903323
76201,5.282608695652174
51775,4.340579710144928
98532,4.768
41217,5.37117903930131
32906,4.681651376146789
71765,4.231481481481482
52961,3.8125
52613,5.6419753086419755
83423,5.238532110091743
72781,4.769811320754717
62620,5.717948717948718
21997,4.4361702127659575
98832,4.758544652701213
48877,5.2303030303030305
66914,4.606451612903226
99224,5.0886075949367084
59955,4.940384615384615
98053,4.816666666666666
5091,4.851063829787234
69237,4.635983263598327
60349,5.175257731958763
86794,4.810687022900764
34664,4.631944444444445
33898,4.678007290400972
51087,4.006802721088436
44529,5.020033388981636
7670,5.8514588859416445
32269,4.064814814814815
56442,4.5570291777188325
64456,5.177807486631016
77170,4.60813704496788
72381,4.20757180156658
42556,5.043165467625899
9755,4.659468438538206
87709,4.402985074626866
74653,5.472140762463343
41038,4.5
58108,4.397941680960549
69621,5.127659574468085
97967,5.702702702702703
26763,4.597821350762527
31788,4.8901098901098905
67697,5.195906432748538
51342,4.599489795918367
43754,4.103448275862069
41847,6.238993710691824
40130,4.867219917012448
45466,4.291044776119403
80971,4.516778523489933
97643,4.2478184991273995
73480,4.820678513731825
64433,4.941616766467066
30489,4.354166666666667
36078,4.24
31724,5.160633484162896
34266,4.356435643564357
68190,4.58843537414966
83359,5.24950495049505
35485,5.366255144032922
34927,4.472340425531915
86153,4.762208067940552
74549,4.2153846153846155
37336,4.549450549450549
87848,4.446601941747573
4435,4.714285714285714
44625,5.209486166007905
