id,english_chars
1030,0.0
1525,0.0
1650,0.0
1653,0.0
1886,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2001,0.0
2003,0.0
2005,0.0
2007,0.0
2008,0.0
2023,0.0
2095,0.0
2096,0.0
2098,0.0
2099,0.0
2106,0.0
2107,0.0
2144,0.0
2154,0.0
2168,0.0
2177,0.0
2187,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2196,0.0
2208,0.0
2209,0.0
2214,0.0
2217,0.0
2219,0.0
2226,0.0
2227,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2241,0.0
2242,0.0
2243,0.0
2245,0.0
2246,0.0
2248,0.0
2254,0.0
2258,0.0
2260,0.0
2265,0.0
2270,0.0
2309,0.0
2312,0.0
2314,0.0
2318,0.0
2319,0.0
2323,0.0
2330,0.0
2336,0.0
2341,0.0
2344,0.0
2347,0.0
2350,0.0
2468,0.0
2484,0.0
2485,0.0
2611,0.0
2655,0.0
2656,0.0
2663,0.0
2672,0.0
2683,0.0
2719,0.0
2721,0.0
2724,0.0
2729,0.0
2762,0.0
2775,0.0
2783,0.0
2802,0.0
2813,0.0
2835,0.0
2847,0.0
2848,0.0
2854,0.0
2855,0.0
2891,0.0
2898,0.0
2902,0.0
2922,0.0
2967,0.0
2968,0.0
2970,0.0
3008,0.0
3040,0.0
3058,0.0
3061,0.0
3069,0.0
3076,0.0
3099,0.0
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3123,0.0
3136,0.0
3138,0.0
3139,0.0
3140,0.0
3143,0.0
3144,0.0
3145,0.0
3147,0.0
3149,0.0
3151,0.0
3157,0.0
3158,0.0
3160,0.0
3161,0.0
3177,0.0
3178,0.0
3184,0.0
3193,0.0
3195,0.0
3198,0.0
3199,0.0
3203,0.0
3204,0.0
3218,0.0
3219,0.0
3220,0.0
3221,0.0
3223,0.0
3225,0.0
3226,0.0
3255,0.0
3260,0.0
3278,0.0
3282,0.0
3286,0.0
3296,0.0
3297,0.0
3316,0.0
3333,0.0
3382,0.0
3383,0.0
3385,0.0
3386,0.0
3388,0.0
3389,0.0
3393,0.0
3394,0.0
3397,0.0
3440,0.0
3455,0.0
3488,0.0
3725,0.0
3745,0.0
3763,0.0
3766,0.0
3795,0.0
3804,0.0
3857,0.0
3877,0.0
3886,0.0
3888,0.0
3889,0.0
3909,0.0
3911,0.0
3914,0.0
3918,0.0
3922,0.0
3928,0.0
3931,0.0
3935,0.0
3936,0.0
3937,0.0
3938,0.0
3952,0.0
3954,0.0
3970,0.0
4030,0.0
4034,0.0
4035,0.0
4036,0.0
4040,0.0
4041,0.0
4044,0.0
4046,0.0
4051,0.0
4056,0.0
4074,0.0
4075,0.0
4076,0.0
4077,0.0
4078,0.0
4086,0.0
4088,0.0
4090,0.0
4091,0.0
4096,0.0
4099,0.0
4100,0.0
4101,0.0
4102,0.0
4106,0.0
4111,0.0
4112,0.0
4113,0.0
4115,0.0
4118,0.0
4121,0.0
4122,0.0
4127,0.0
4129,0.0
4145,0.0
4146,0.0
4159,0.0
4168,0.0
4176,0.0
4177,0.0
4179,0.0
4180,0.0
4181,0.0
4185,0.0
4186,0.0
4188,0.0
4189,0.0
4193,0.0
4196,0.0
4211,0.0
4214,0.0
4222,0.0
4234,0.0
4243,0.0
4247,0.0
4248,0.0
4249,0.0
4250,0.0
4252,0.0
4253,0.0
4258,0.0
4260,0.0
4262,0.0
4263,0.0
4270,0.0
4271,0.0
4276,0.0
4277,0.0
4283,0.0
4295,0.0
4301,0.0
4302,0.0
4305,0.0
4308,0.0
4312,0.0
4314,0.0
4316,0.0
4317,0.0
4318,0.0
4319,0.0
4320,0.0
4322,0.0
4323,0.0
4324,0.0
4325,0.0
4326,0.0
4327,0.0
4333,0.0
4335,0.0
4336,0.0
4337,0.0
4338,0.0
4339,0.0
4341,0.0
4342,0.0
4353,0.0
4356,0.0
4359,0.0
4360,0.0
4361,0.0
4362,0.0
4369,0.0
4372,0.0
4374,0.0
4377,0.0
4378,0.0
4379,0.0
4382,0.0
4386,0.0
4389,0.0
4390,0.0
4395,0.0
4397,0.0
4399,0.0
4401,0.0
4405,0.0
4408,0.0
4411,0.0
4417,0.0
4422,0.0
4426,0.0
4427,0.0
4430,0.0
4435,0.0
4436,0.0
4459,0.0
4460,0.0
4468,0.0
4469,0.0
4473,0.0
4475,0.0
4481,0.0
4486,0.0
4494,0.0
4504,0.0
4505,0.0
4508,0.0
4513,0.0
4537,0.0
4616,0.0
4617,0.0
4618,0.0
4623,0.0
4624,0.0
4625,0.0
4665,0.0
4670,0.0
4677,0.0
4678,0.0
4682,0.0
4683,0.0
4685,0.0
4686,0.0
4690,0.0
4693,0.0
4696,0.0
4698,0.0
4699,0.0
4700,0.0
4701,0.0
4706,0.0
4707,0.0
4709,0.0
4713,0.0
4715,0.0
4722,0.0
4730,0.0
4736,0.0
4737,0.0
4739,0.0
4744,0.0
4745,0.0
4763,0.0
4764,0.0
4766,0.0
4770,0.0
4773,0.0
4776,0.0
4794,0.0
4803,0.0
4812,0.0
4827,0.0
4840,0.0
4847,0.0
4854,0.0
4863,0.0
4870,0.0
4872,0.0
4873,0.0
4876,0.0
4885,0.0
4887,0.0
4889,0.0
4891,0.0
4893,0.0
4895,0.0
4901,0.0
4904,0.0
4907,0.0
4909,0.0
4910,0.0
4921,0.0
4931,0.0
4937,0.0
4942,0.0
4943,0.0
4948,0.0
4951,0.0
4955,0.0
4960,0.0
4962,0.0
4965,0.0
4966,0.0
4968,0.0
4970,0.0
4974,0.0
4979,0.0
4981,0.0
4982,0.0
4983,0.0
4993,0.0
4995,0.0
4997,0.0
4999,0.0
5000,0.0
5002,0.0
5010,0.0
5013,0.0
5015,0.0
5017,0.0
5022,0.0
5024,0.0
5027,0.0
5034,0.0
5041,0.0
5051,0.0
5053,0.0
5060,0.0
5080,0.0
5082,0.0
5083,0.0
5086,0.0
5087,0.0
5089,0.0
5091,0.0
5092,0.0
5093,0.0
5095,0.0
5096,0.0
5110,0.0
5112,0.0
5116,0.0
5119,0.0
5120,0.0
5133,0.0
5142,0.0
5146,0.0
5150,0.0
5151,0.0
5153,0.0
5179,0.0
5188,0.0
5196,0.0
5199,0.0
5233,0.0
5285,0.0
5305,0.0
5312,0.0
5315,0.0
5317,0.0
5337,0.0
5345,0.0
5347,0.0
5379,0.0
5405,0.0
5408,0.0
5419,0.0
5422,0.0
5424,0.0
5426,0.0
5446,0.0
5449,0.0
5455,0.0
5457,0.0
5470,0.0
5491,0.0
5501,0.0
5514,0.0
5526,0.0
5527,0.0
5541,0.0
5606,0.0
5620,0.0
5635,0.0
5637,0.0
5643,0.0
5646,0.0
5677,0.0
5687,0.0
5689,0.0
5743,0.0
5791,0.0
5813,0.0
5835,0.0
5841,0.0
5869,0.0
6066,0.0
6151,0.0
6248,0.0
6278,0.0
6280,0.0
6300,0.0
6308,0.0
6312,0.0
6314,0.0
6349,0.0
6357,0.0
6425,0.0
6427,0.0
6429,0.0
6432,0.0
6435,0.0
6436,0.0
6438,0.0
6440,0.0
6442,0.0
6446,0.0
6533,0.0
6549,0.0
6558,0.0
6567,0.0
6589,0.0
6600,0.0
6605,0.0
6608,0.0
6624,0.0
6638,0.0
6639,0.0
6644,0.0
6650,0.0
6658,0.0
6659,0.0
6660,0.0
6672,0.0
6680,0.0
6695,0.0
6696,0.0
6707,0.0
6709,0.0
6719,0.0
6731,0.0
6743,0.0
6752,0.0
6768,0.0
6779,0.0
6790,0.0
6797,0.0
6808,0.0
6834,0.0
6838,0.0
6839,0.0
6847,0.0
6855,0.0
6861,0.0
6866,0.0
6871,0.0
6903,0.0
6906,0.0
6911,0.0
6923,0.0
6935,0.0
6937,0.0
6945,0.0
6981,0.0
6982,0.0
7004,0.0
7005,0.0
7013,0.0
7015,0.0
7019,0.0
7020,0.0
7024,0.0
7041,0.0
7043,0.0
7045,0.0
7047,0.0
7056,0.0
7059,0.0
7063,0.0
7066,0.0
7087,0.0
7092,0.0
7096,0.0
7099,0.0
7111,0.0
7112,0.0
7115,0.0
7117,0.0
7118,0.0
7119,0.0
7147,0.0
7152,0.0
7153,0.0
7169,0.0
7171,0.0
7174,0.0
7178,0.0
7179,0.0
7183,0.0
7184,0.0
7198,0.0
7204,0.0
7205,0.0
7206,0.0
7209,0.0
7211,0.0
7212,0.0
7218,0.0
7225,0.0
7226,0.0
7229,0.0
7230,0.0
7231,0.0
7238,0.0
7239,0.0
7240,0.0
7241,0.0
7242,0.0
7245,0.0
7246,0.0
7247,0.0
7249,0.0
7255,0.0
7275,0.0
7281,0.0
7282,0.0
7283,0.0
7287,0.0
7305,0.0
7323,0.0
7332,0.0
7335,0.0
7340,0.0
7341,0.0
7359,0.0
7370,0.0
7374,0.0
7379,0.0
7383,0.0
7386,0.0
7391,0.0
7396,0.0
7398,0.0
7402,0.0
7405,0.0
7406,0.0
7411,0.0
7415,0.0
7416,0.0
7426,0.0
7429,0.0
7430,0.0
7439,0.0
7442,0.0
7450,0.0
7452,0.0
7453,0.0
7454,0.0
7460,0.0
7463,0.0
7464,0.0
7470,0.0
7471,0.0
7473,0.0
7474,0.0
7475,0.0
7477,0.0
7485,0.0
7488,0.0
7491,0.0
7492,0.0
7499,0.0
7500,0.0
7516,0.0
7521,0.0
7523,0.0
7528,0.0
7537,0.0
7546,0.0
7559,0.0
7562,0.0
7569,0.0
7574,0.0
7578,0.0
7601,0.0
7602,0.0
7609,0.0
7610,0.0
7622,0.0
7629,0.0
7642,0.0
7645,0.0
7647,0.0
7648,0.0
7662,0.0
7668,0.0
7670,0.0
7671,0.0
7673,0.0
7679,0.0
7691,0.0
7692,0.0
7737,0.0
7738,0.0
7740,0.0
7751,0.0
7761,0.0
7787,0.0
7790,0.0
7791,0.0
7792,0.0
7793,0.0
7802,0.0
7813,0.0
7831,0.0
7833,0.0
7835,0.0
7836,0.0
7837,0.0
7838,0.0
7841,0.0
7842,0.0
7843,0.0
7846,0.0
7853,0.0
7855,0.0
7934,0.0
7936,0.0
7938,0.0
7941,0.0
7944,0.0
7954,0.0
7962,0.0
7983,0.0
7995,0.0
8071,0.0
8072,0.0
8074,0.0
8078,0.0
8082,0.0
8090,0.0
8095,0.0
8124,0.0
8145,0.0
8149,0.0
8164,0.0
8187,0.0
8198,0.0
8211,0.0
8260,0.0
8267,0.0
8353,0.0
8355,0.0
8361,0.0
8369,0.0
8487,0.0
8494,0.0
8544,0.0
8550,0.0
8571,0.0
8625,0.0
8794,0.0
8796,0.0
8843,0.0
8848,0.0
8849,0.0
9210,0.0
9222,0.0
9227,0.0
9260,0.0
9262,0.0
9276,0.0
9304,0.0
9319,0.0
9409,0.0
9453,0.0
9455,0.0
9462,0.0
9483,0.0
9487,0.0
9491,0.0
9494,0.0
9497,0.0
9524,0.0
9525,0.0
9543,0.0
9544,0.0
9572,0.0
9621,0.0
9654,0.0
9675,0.0
9698,0.0
9701,0.0
9730,0.0
9751,0.0
9755,0.0
9756,0.0
9767,0.0
9769,0.0
9772,0.0
9776,0.0
9782,0.0
9783,0.0
9795,0.0
9796,0.0
9811,0.0
9825,0.0
9827,0.0
9830,0.0
9831,0.0
9842,0.0
9853,0.0
9860,0.0
9864,0.0
9875,0.0
9881,0.0
9882,0.0
9887,0.0
9896,0.0
9898,0.0
9900,0.0
9942,0.0
9948,0.0
9967,0.0
9969,0.0
9982,0.0
10000,0.0
10031,0.0
10082,0.0
10115,0.0
10174,0.0
10176,0.0
10215,0.0
10379,0.0
10449,0.0
10493,0.0
10501,0.0
10503,0.0
10513,0.0
10529,0.0
10531,0.0
10532,0.0
10533,0.0
10543,0.0
10617,0.0
10628,0.0
10705,0.0
10713,0.0
10807,0.0
10818,0.0
10922,0.0
11045,0.0
11055,0.0
11069,0.0
11130,0.0
11280,0.0
11333,0.0
11335,0.0
11365,0.0
11401,0.0
11416,0.0
11417,0.0
11430,0.0
11613,0.0
11615,0.0
11676,0.0
11677,0.0
11732,0.0
12908,0.0
13033,0.0
13872,0.0
15259,0.0
16507,0.0
16530,0.0
16939,0.0
17507,0.0
17676,0.0
18227,0.0
18776,0.0
19387,0.0
19620,0.0
19646,0.0
21047,0.0
21180,0.0
21475,0.0
21641,0.0
21642,0.0
21647,0.0
21676,0.0
21682,0.0
21684,0.0
21695,0.0
21701,0.0
21710,0.0
21711,0.0
21738,0.0
21746,0.0
21774,0.0
21839,0.0
21855,0.0
21868,0.0
21869,0.0
21879,0.0
21886,0.0
21927,0.0
21942,0.0
21947,0.0
21973,0.0
21991,0.0
21993,0.0
21997,0.0
22002,0.0
22005,0.0
22011,0.0
22034,0.0
22035,0.0
22066,0.0
22069,0.0
22117,0.0
22120,0.0
22130,0.0
22149,0.0
22177,0.0
22179,0.0
22182,0.0
22276,0.0
22307,0.0
22328,0.0
22341,0.0
22429,0.0
22472,0.0
22474,0.0
22476,0.0
22486,0.0
22500,0.0
22501,0.0
22502,0.0
22503,0.0
22504,0.0
22505,0.0
22506,0.0
22512,0.0
22517,0.0
22524,0.0
22525,0.0
22532,0.0
22535,0.0
22709,0.0
22811,0.0
22813,0.0
22819,0.0
22898,0.0
22903,0.0
22973,0.0
22984,0.0
22985,0.0
23037,0.0
23049,0.0
23051,0.0
23073,0.0
23076,0.0
23080,0.0
23089,0.0
23094,0.0
23104,0.0
23113,0.0
23121,0.0
23125,0.0
23127,0.0
23132,0.0
23147,0.0
23154,0.0
23155,0.0
23168,0.0
23171,0.0
23180,0.0
23191,0.0
23203,0.0
23208,0.0
23239,0.0
23246,0.0
23250,0.0
23268,0.0
23276,0.0
23279,0.0
23281,0.0
23282,0.0
23290,0.0
23311,0.0
23312,0.0
23313,0.0
23319,0.0
23321,0.0
23332,0.0
23366,0.0
23373,0.0
23408,0.0
23409,0.0
23476,0.0
23539,0.0
23557,0.0
23567,0.0
23591,0.0
23611,0.0
23623,0.0
23624,0.0
23707,0.0
23737,0.0
23740,0.0
23754,0.0
23755,0.0
23787,0.0
23794,0.0
23804,0.0
23807,0.0
23810,0.0
23843,0.0
24051,0.0
24056,0.0
24065,0.0
24093,0.0
24096,0.0
24097,0.0
24116,0.0
24140,0.0
24145,0.0
24176,0.0
24184,0.0
24200,0.0
24213,0.0
24214,0.0
24218,0.0
24266,0.0
24299,0.0
24351,0.0
24364,0.0
24394,0.0
24402,0.0
24410,0.0
24414,0.0
24429,0.0
24443,0.0
24461,0.0
24482,0.0
24536,0.0
24554,0.0
24556,0.0
24589,0.0
24612,0.0
24637,0.0
24669,0.0
24696,0.0
24700,0.0
24702,0.0
24814,0.0
24837,0.0
24839,0.0
24852,0.0
25033,0.0
25079,0.0
25133,0.0
25152,0.0
25250,0.0
25253,0.0
25273,0.0
25280,0.0
25286,0.0
25291,0.0
25297,0.0
25368,0.0
25403,0.0
25433,0.0
25437,0.0
25443,0.0
25444,0.0
25447,0.0
25450,0.0
25454,0.0
25459,0.0
25461,0.0
25467,0.0
25468,0.0
25476,0.0
25478,0.0
25481,0.0
25501,0.0
25502,0.0
25508,0.0
25515,0.0
25549,0.0
25561,0.0
25562,0.0
25564,0.0
25566,0.0
25572,0.0
25574,0.0
25576,0.0
25585,0.0
25589,0.0
25595,0.0
25616,0.0
25620,0.0
25624,0.0
25671,0.0
25674,0.0
25676,0.0
25686,0.0
25687,0.0
25702,0.0
25821,0.0
25853,0.0
25854,0.0
25859,0.0
25925,0.0
