id,length
58841,2033
36289,626
59157,2924
96273,578
58951,430
87061,1821
44082,3479
7426,26896
6357,2053
51778,675
67636,3329
44524,574
74325,3280
40030,1451
80237,2314
96435,406
62013,1186
52520,3763
63869,1304
87282,347
65679,2749
67350,2746
6438,534
40052,176
55427,1464
42620,160
2023,4463
43091,1961
47905,1693
44081,744
5110,3843
31187,1229
87169,166
23311,213
40954,1316
35459,1862
7453,3983
67691,4470
42033,496
47417,1245
39892,1129
41048,1116
82408,4114
85529,2555
51464,1355
65511,2235
85614,5281
72046,820
74389,3185
56862,2852
50523,2584
69340,1173
67357,2695
43010,362
67070,2580
81805,733
80697,2905
83937,2101
27027,3039
28955,8235
56469,1444
72587,1654
83398,5084
43047,298
69711,378
77824,1510
53440,3000
82366,487
83120,2029
44053,10593
87367,2008
4359,5784
75425,592
82636,3840
51857,445
29420,419
38301,2774
83012,9537
62000,1982
56940,14807
43730,251
74138,3562
55192,3941
78654,988
37604,12868
86175,2940
74753,959
87138,707
98972,11765
52717,1140
41414,2259
87355,5392
85278,2472
60097,1349
81488,2633
4051,1108
67592,2962
97749,574
23171,1798
36205,862
61830,1460
32067,1304
23408,1951
41030,341
54989,2768
79759,5764
62399,1752
74582,1522
66537,308
60311,3578
41227,13740
71285,1544
68910,2237
74201,2683
62578,3879
84084,18073
41521,2137
80774,2072
29885,391
66970,3088
53638,337
61777,219
39995,2380
72810,2918
56885,2254
99269,430
62557,1214
63178,527
31847,793
60636,555
32980,1226
36081,1212
41950,867
83345,1867
68177,2488
24200,1746
32761,546
83397,1078
53851,415
32213,344
33010,149
62555,6254
31732,302
71836,32310
79142,2751
38333,210
82796,1372
34427,630
79734,2023
47306,1645
34071,10475
63263,1285
43694,269
41610,465
35650,703
7066,918
31845,211
39769,479
55484,2821
87499,1091
9276,5167
32123,2717
51583,847
26175,3215
42466,2140
43519,2722
31723,337
86235,2260
59405,20288
51404,267
41886,322
7602,7551
72581,2054
35403,22346
68409,1968
43842,1918
86972,2749
27028,2426
3766,7182
88073,2858
96020,4622
51569,608
44242,1378
13033,1509
37105,1684
72107,591
49486,1346
75432,954
37551,666
62791,1483
87803,5943
79090,2545
68384,4715
38267,940
48078,1845
74832,626
72215,2649
74049,2356
8074,1779
35013,1332
87878,2216
75539,6717
36244,2269
62780,819
66379,253
71014,3139
76582,1535
34963,3088
87174,2983
59688,11495
34549,7394
55619,2372
44146,1007
40186,1396
42589,1034
40703,323
40139,5445
75273,2361
31730,955
32196,465
78649,2792
53866,1144
83289,2212
78071,1108
3297,500
48914,3246
57207,1870
74731,941
65526,5586
87317,2204
53895,1764
99110,832
34224,1455
5317,1845
6838,3167
44189,1001
35232,3075
37603,1467
56370,1891
87088,927
43002,246
24116,976
42469,2240
47416,1650
78518,3588
38615,351
52463,8493
50159,2229
67288,2956
72988,2506
66485,3887
64079,692
41766,2839
35587,888
70962,1490
85914,1288
31765,192
82158,2678
72884,622
96449,4376
8082,2044
98105,3865
42156,2789
40847,3384
51732,1265
54104,2296
7229,913
58248,1614
34144,1664
52418,744
65293,1341
68874,291
86999,3637
35044,671
42413,2267
4258,7209
82241,2216
76925,287
98773,1438
30304,2675
78661,2286
65106,1462
35468,1084
41905,1378
43668,264
56259,2557
34526,6026
51201,1318
66461,2510
42154,794
81729,6811
36646,342
85804,2269
36915,934
70730,927
61490,1263
72360,1770
40287,2300
73291,1777
41873,476
34423,1747
83970,220
81829,3215
83979,5670
54026,2126
73844,850
42261,907
53068,1151
65956,1222
62107,2785
35737,3740
51691,4156
32054,961
43707,305
99042,581
40235,886
7282,549
81311,317
41509,1944
41449,1500
62163,809
36919,1576
83602,2793
98482,551
73085,4611
61486,1688
87293,949
58560,2258
32695,1531
85714,2603
63971,1444
87461,1995
35535,1949
86821,3241
44162,299
2663,16070
75012,1054
42134,2193
25280,1370
68683,2331
4422,967
4342,685
98345,1044
35963,2191
86823,2349
5424,2247
74011,2578
55523,3351
75520,2141
74026,726
86826,2551
67122,2744
65275,1811
42026,552
64873,1727
75278,1615
43722,284
38484,1414
61911,9085
50667,2939
45834,572
69440,2776
32534,7232
37862,1157
68918,2788
62455,599
59389,2599
30052,653
22429,520
49854,3224
62577,5672
67616,2046
48906,1395
97814,1687
36585,570
58158,3167
43780,746
67478,2790
72949,1244
60104,307
64019,1455
87080,2188
41251,3207
97961,2495
74143,2817
37505,1513
32430,4876
81235,798
6280,551
82438,4679
78963,1587
83355,1792
80617,3288
42157,833
74729,4109
43514,299
39310,24940
3157,19753
42449,3286
87501,5041
97282,645
76043,5480
41400,1188
98353,2658
41253,984
42032,630
79735,4555
67178,2362
82271,2530
41666,1785
57915,872
70735,3144
69111,1893
67547,2032
31739,520
67507,2188
60276,4081
54548,3370
97475,4902
88344,2329
86085,2397
86990,3080
60849,2194
41695,160
38418,1510
71380,3629
53913,849
85435,2834
42057,1411
40119,646
96482,2816
61442,13407
86903,2725
70766,5742
76037,2581
67782,2595
64088,1293
57482,99
35452,1816
36490,5144
2485,909
85507,2457
56922,273
86859,2089
38248,2142
58994,3195
47488,435
58796,1721
67678,2267
40126,3062
24299,714
24097,730
69244,4551
75124,4584
36349,2337
25671,14313
7477,2675
87437,2122
79777,297
75061,2119
43692,269
76038,2073
78462,1652
43746,269
75068,4015
34682,263
74857,3863
51738,2612
30333,2766
86635,5127
60580,743
38532,621
9491,317
34032,1405
63201,1024
61649,4335
40598,1784
51410,894
26923,11819
40138,272
31991,418
71044,1127
64083,1062
64847,1865
87454,1960
57396,2269
38288,1697
98323,2269
34997,1232
77979,2428
87191,825
25620,2659
6743,2894
60931,468
54156,3335
41028,1489
81997,3067
80994,5139
43646,285
6871,609
32995,22620
74897,472
50665,873
34820,2211
64016,2756
35823,326
7242,888
83482,9121
35950,1798
58583,1571
32128,4669
39732,4028
60833,830
41340,722
85537,3374
39287,4134
62617,3010
35158,3258
66864,2635
56690,443
82173,1760
4678,903
41617,10491
74526,2495
86910,1967
4035,3076
50277,1004
36914,1349
41441,619
79948,3255
32234,1203
26067,4032
86076,2410
37471,1508
43017,2445
7205,628
77119,303
36802,4171
38740,664
78622,489
4776,916
41098,357
75001,5090
75812,2411
60472,2178
7833,351
4382,8609
75153,2007
16939,12379
67223,3194
87510,2380
85875,3200
56912,2269
72762,872
69324,2014
52143,1804
38779,2199
31493,2222
71018,1007
95781,3087
55580,4397
56914,1549
75515,2789
68093,2231
85485,2645
62796,357
37472,854
42923,495
44859,2081
41058,1225
2672,9130
76156,1460
85892,2924
78652,2050
7787,7374
59734,4339
35762,4028
85089,3256
42313,665
51096,132
6440,1672
59375,836
68364,3246
79659,2798
36989,2516
74851,1027
62970,257
72804,2156
60384,620
85478,2688
61205,3855
49500,563
7995,1712
87653,2798
47489,506
86432,2139
31907,228
51934,1470
55157,1650
43628,265
87655,2541
3282,1065
60009,1514
96247,522
56960,4491
17676,6794
82082,2868
87244,2862
78749,2476
98755,241
26739,1230
56030,11426
29349,4312
38723,913
74364,2445
71087,1977
51313,1023
42633,1193
84991,1180
40578,547
44417,1953
27356,1650
68345,3686
61166,7253
51178,2143
37670,680
56670,2595
47418,3130
62449,101
9409,3673
71045,774
72305,1822
38291,4463
72662,1416
72718,537
78886,2059
81979,3368
61807,7306
42240,1413
67025,2420
37971,1137
4910,1504
29665,16856
86258,2769
28651,7514
9227,1185
87891,3911
31919,777
40037,1776
74394,2138
70698,960
3008,683
4505,4866
72364,666
38998,1954
82456,305
68397,2166
63592,2657
35463,1748
98475,5211
25467,6101
63594,5043
51119,1253
64140,1116
88008,2288
67338,2124
36752,1851
36136,1040
68192,2610
38417,1438
62379,1422
80594,257
41174,1482
55496,635
34306,1052
98944,3000
63447,1577
93568,3472
37538,561
55840,1352
97187,2312
63746,4860
3076,14509
7247,1087
42634,770
35096,330
85840,2472
41584,850
40058,85
31852,2813
59667,2329
41241,1752
47446,2404
68158,2900
25949,2462
37861,1189
74838,2137
71462,3696
35628,1608
5092,524
35085,234
37290,2154
5312,1591
2347,3321
4736,7042
41218,832
60004,650
87845,1388
63449,8566
6660,4376
34881,3076
74503,3326
49544,136
63865,1997
64014,980
34665,1371
5501,347
57114,2919
41102,380
42639,2406
67165,2463
41503,4546
56790,2652
51237,2887
51582,518
40579,1539
38996,2914
40091,2248
40262,15173
43160,2161
68724,2116
85758,3489
69595,949
61917,899
52733,374
62574,4830
56711,301
38238,970
40519,1299
32396,2606
74651,2302
37548,1243
71579,1681
73600,1128
38420,900
60723,972
76834,2309
68878,1999
41034,1128
42203,2595
61542,638
55683,2313
34084,138
35801,2919
60272,3202
39490,3967
86433,2584
2968,2807
65509,6235
57420,1592
49042,1426
82642,1646
95892,1553
56294,1346
51759,1498
93519,15825
60582,2103
44068,527
35450,14708
36082,894
86481,427
43739,266
65459,851
96113,699
42438,1653
87788,3161
69512,2572
51560,473
60428,307
80488,11213
80270,431
3922,2977
79281,965
4112,3439
62540,2642
50551,2267
57298,3094
40279,917
86231,2963
80355,390
78613,2008
77964,972
32908,2733
49512,19147
82307,2581
69410,2421
76736,1721
34618,4096
32735,2943
55718,2612
40542,795
58948,348
77543,1886
55623,6354
31891,2060
73830,1191
36930,224
72525,3369
42903,1194
68226,2192
80743,3211
44382,1704
44505,2304
47514,2022
42718,2637
52828,1896
40689,1044
60851,992
61443,1313
62947,218
69506,4006
24402,1295
22898,4185
58146,2923
63493,257
60155,720
4168,341
97177,5433
51202,2047
85713,1851
71052,1232
26457,713
74997,1814
2314,5573
98863,3337
33344,2078
72947,1036
81268,2174
48470,3000
59621,6907
4339,1863
72558,2525
4745,1072
44478,2323
34797,1344
40535,2926
7204,3542
66927,3510
32811,662
45382,400
42647,1732
26917,57071
74746,511
35454,1350
40739,4561
5446,55
70920,2956
35466,1346
66726,3285
2106,762
51057,290
54487,1866
39951,5243
38885,3360
42002,1097
85910,2551
41511,2680
51557,1551
37694,3440
28395,392
51646,269
75310,632
78443,634
82931,427
35769,1408
60658,227
65706,2211
36391,1094
81806,639
41550,537
4617,3932
62799,999
83291,836
43070,837
48941,1253
34368,242
30115,380
85710,552
3455,6869
86816,777
80769,1674
52818,441
62757,3613
66043,775
67784,2899
96867,480
34217,1315
36140,134
71199,679
85684,2363
64159,2040
86171,3251
34049,1618
63798,1911
53686,5528
71284,4320
41594,868
60476,4130
4690,8850
29953,1005
41350,1229
76929,1356
44159,1628
47034,2273
98349,5088
41862,2835
54546,5004
27208,174
84615,1289
31791,205
60646,5120
85627,4476
49888,1279
29615,1438
34994,684
54571,297
58280,1867
11333,1518
74472,1851
82419,989
52755,670
66573,2424
44544,2043
74111,2325
84523,1632
37108,1628
57229,3501
26292,1166
79033,3508
74750,974
52665,2909
41000,670
66204,412
43518,2752
85275,578
65646,1164
59232,14432
41066,1932
67316,2543
28844,738
82259,3032
63294,1979
61858,501
64930,1821
40750,1281
97104,3807
37070,1716
41076,1901
45006,865
86795,1641
25297,2041
5116,2253
98210,9431
35605,2517
39835,3211
76031,3752
68866,2645
48737,1251
54597,3524
34798,1261
60073,3476
85759,3125
87455,2715
58664,2050
74110,1539
25616,1901
74842,2620
63150,983
74340,2451
35105,796
7359,4431
73558,5148
55499,4599
40066,1369
5835,3624
31193,23330
26549,2564
78033,1687
72554,2369
3911,1062
96047,859
38620,455
58787,6941
70806,2939
80148,3680
79915,4338
32665,1949
35653,1344
4494,4149
40242,590
84263,628
69201,1127
40755,2697
7249,5192
44953,1947
35945,10712
3226,1287
42312,2101
80526,1040
7578,1254
37856,1000
58778,2023
42499,959
66404,1366
65839,1656
4872,591
37024,568
65991,267
66316,1532
73192,3840
31916,2196
83412,1720
82081,2712
82520,3051
43111,4524
47059,2066
48973,4900
45956,1066
49755,887
85489,2802
29960,2897
43636,288
36271,849
49387,1773
81695,593
43633,270
51639,607
4193,3205
74721,4783
52298,5812
95686,1465
37946,622
37973,808
72970,217
87056,3636
41665,252
25676,4788
63297,6567
86701,902
73119,1002
68130,2415
7396,1145
85912,2205
82446,333
83078,3438
4737,4064
46398,1553
97879,637
69159,2579
80598,1478
9319,388
34679,444
52391,795
55367,3305
34297,225
23203,3139
65513,1489
35022,439
31157,862
43811,271
7737,1623
70966,1977
63781,1153
32177,627
82137,1232
41197,634
31912,1171
9453,3245
67286,2619
60936,9246
83294,1058
42484,1466
4885,181
40053,195
31784,413
38048,1170
87483,1488
45539,6720
57855,2147
39172,1181
42672,1351
81783,2174
30503,20838
81253,1399
66386,848
48450,6301
87740,1541
85792,4211
74560,5970
31117,420
75457,352
79272,3190
65600,2094
50958,1148
66793,2947
42256,1544
7648,16
67447,2685
47438,2335
34424,1705
35469,408
61984,1088
53655,444
43522,492
73793,1595
68893,6075
32562,426
43119,857
79961,2146
71147,3045
41047,1941
29069,5267
55345,4005
42030,1455
97368,1057
59456,1720
36952,383
63747,539
31811,2422
63258,1689
34429,2023
71498,1491
38668,375
41763,368
75833,2530
50888,2120
31560,2695
67409,248
72991,370
40178,1222
57376,1955
1999,241
74370,2606
41337,432
74703,2190
79538,4815
73012,1040
47307,1691
65805,665
80124,1113
67095,2187
33948,1540
97812,4110
38369,1338
85506,2691
99370,392
71105,4320
43684,281
69524,788
43703,281
33949,15378
62228,984
41094,5942
38029,1183
85997,2745
48791,4188
9769,785
36094,1080
21738,11986
76216,579
3147,5623
7415,450
51638,3128
27212,4799
61188,3266
87347,2114
63190,712
42008,1406
51290,1149
65553,4736
52835,212
70929,1228
34271,195
40620,13147
76099,1614
28779,23905
84189,46359
56246,2147
40609,227
85967,2251
42471,2675
4706,5049
42409,4035
67567,4169
97455,3234
61660,1496
38234,743
32858,614
32450,3926
4417,435
28702,7322
75299,3593
51114,587
68966,692
64042,1157
72908,4476
65369,168
57457,960
27210,1814
83454,950
32595,1563
60733,2144
55048,3791
3795,467
27130,448
70723,2986
37387,3871
25929,3754
80613,441
74473,3159
36803,1134
79536,3040
38265,564
36655,5350
70819,2371
32331,359
52408,642
70734,3326
4701,3743
49960,2115
96993,2664
54100,2559
72691,1232
43653,285
96067,1799
56815,1323
38623,441
85025,2217
75107,2128
41027,2152
76353,6735
35259,1518
44427,846
79322,2945
82895,591
63995,554
45023,2192
74397,2745
81933,2755
43691,257
54976,1637
41762,396
63996,2837
5153,740
43755,224
79744,546
85973,1094
81936,3152
87550,2688
60254,169
24814,4769
56296,8342
31768,192
41920,4931
60727,3121
45072,2106
30391,2316
75678,2111
32348,392
37721,1423
37027,1137
70788,4771
78690,2061
76993,501
73075,3961
98856,1622
70933,1116
77201,2771
32830,2676
81183,2009
83977,7776
60666,1262
9767,685
44039,879
34361,3509
3061,7084
6790,447
35858,2058
87404,3307
52389,1275
28391,486
48334,770
29289,218
21684,6574
38901,613
51986,3658
77292,3230
66521,2415
42038,2504
88193,646
36849,3096
62758,331
72612,561
4965,875
60762,1302
7500,1696
33931,1049
45459,1523
54220,2448
41871,209
52345,562
81930,418
56804,2854
4764,1659
75885,2720
5337,7861
11676,1941
31929,3996
64775,2438
28133,633
79970,2050
80814,398
76479,9574
33375,3179
25702,7367
55758,9580
87073,2577
83749,2602
38722,4265
65983,1470
36209,627
34446,3310
6533,2660
72522,380
79569,8740
9462,525
39574,1275
86413,2466
46060,2217
59036,845
75004,584
37117,1520
21695,2288
75680,2433
39200,2419
72523,589
57111,1575
51641,902
52210,263
45280,1613
32315,251
80522,1542
33110,722
65386,1655
50287,1352
35527,1345
78685,2343
65855,329
74705,695
85719,2608
82426,1202
64937,501
37637,1060
32843,943
81237,434
87026,2788
32841,351
23787,435
70916,963
44933,3880
6911,3270
61993,955
7642,18
51343,2157
73944,2394
53208,1295
43655,260
54757,12942
78108,1237
36923,1222
59213,1857
40394,659
56939,140
4319,420
82713,693
39777,223
60363,1100
78334,1740
43634,265
51687,3615
62230,340
48886,435
7791,1679
83105,1848
49457,1637
63312,2101
81423,741
74021,4859
75416,1933
53714,1571
27753,933
78059,332
8369,4924
59571,725
66813,3408
2230,5799
95740,954
55613,3060
56521,475
37302,3193
87254,1899
39177,702
73323,1793
75408,1760
31731,587
73834,1504
3935,2941
78819,2748
74384,6880
61252,1335
33909,1047
34689,4402
82978,1337
41682,558
53639,6740
50890,2959
41232,963
55320,2152
41425,869
75682,2180
98910,2905
85826,2606
52711,2023
79096,2133
44029,922
54202,3277
33219,613
47308,1957
80629,30392
74702,3729
87435,1898
7645,1871
7485,5176
44632,2914
66630,2985
68334,3559
38993,705
87680,3042
25985,2644
33458,3721
72993,277
35838,474
50190,2472
42358,134
85750,3616
77911,995
69656,860
79043,2857
36083,7375
41364,317
32033,291
31898,1607
66860,2629
61201,1192
41924,1150
71111,3373
49523,2011
38629,219
57168,2984
45963,723
40629,2151
39746,300
76770,2676
4686,2686
60854,5369
37491,1958
64762,2763
65804,856
73770,1042
6300,2795
36513,1074
76010,2519
30085,5033
39586,933
74837,2455
40594,645
31751,478
82255,4163
64552,2956
28679,28965
41599,952
72763,2054
75971,2144
83392,3508
34832,1302
26283,2077
36204,3083
78122,4584
47486,265
37842,2143
69326,783
45962,1714
7305,1078
42442,2187
41844,2313
40051,192
43663,264
95997,2807
84711,4556
61334,1420
68898,3323
86694,2137
82645,1351
88147,1401
31729,226
34802,1188
81326,1267
40109,1467
4337,844
86892,4222
72800,242
2468,5571
63451,1462
69108,5086
73836,1300
70922,3038
32756,409
32849,12598
25562,2032
43716,277
54745,2922
81563,1451
78100,1366
62007,1097
57252,2096
75414,995
21180,961
4937,4812
36850,1517
41436,1540
75318,803
37207,1057
43046,168
96149,1198
69589,847
97292,427
84093,2397
99039,1637
78051,758
46219,2572
72517,1623
85728,4066
51854,1323
64744,480
29881,4975
33207,6499
78959,4228
54420,3513
58692,814
3221,5876
41846,958
40550,1468
56768,2913
69557,1731
96132,5711
39499,903
73225,7687
34710,6736
79102,2623
39307,1081
7024,1079
86142,3481
78730,2064
43701,273
32489,933
71193,422
3278,614
99114,1200
59417,2221
41551,897
35264,5019
66612,2184
22501,1501
7287,148
36452,6076
65806,320
86238,2131
47858,3614
39290,1551
64584,1197
66037,623
74990,771
73818,3479
40245,1217
72203,245
66934,2755
34376,3228
42505,2929
62541,2385
39775,3815
4211,1043
86844,3560
68811,3140
64022,1014
80557,1561
31531,4317
51773,570
35915,3896
64768,1785
42119,2736
52186,630
81240,2105
61207,1164
30122,7554
43015,276
34955,2228
6624,9053
76195,721
5347,1567
28220,1545
39721,301
68005,2831
65261,3303
98153,2148
42226,1173
85992,2901
39496,565
39238,716
61381,3015
38981,1461
59655,957
32483,798
80077,239
37475,1278
3143,952
87229,2405
61704,226
35534,13413
35417,754
40359,544
62320,3330
37075,2735
56803,6299
54151,2389
74446,697
56045,3933
61496,1596
49746,17427
81241,5640
34623,3972
34013,412
71293,3083
40533,399
48312,1931
33810,2673
36744,2749
97473,1041
37599,884
40397,1098
41729,36730
70912,4383
50492,2202
60579,676
79933,2245
79894,2937
61151,784
42458,2437
83079,5267
42382,2184
49756,736
75048,4065
54742,8140
3184,5668
40846,958
82694,1196
50179,883
64977,2213
58898,1748
78771,2391
36059,1440
62397,1581
7802,446
35272,2239
56348,2210
43888,4302
72443,437
98336,1999
36219,955
4389,571
48667,3096
2775,4416
4730,2392
35969,2702
80599,896
81749,2142
87046,802
45055,1513
97652,3042
44990,869
49485,1757
81315,1117
6427,2291
65037,849
23154,128
53063,973
58637,4309
38366,1351
85917,2535
27110,2817
21682,895
53581,1355
41516,264
85790,1853
34695,1659
56650,1280
96236,557
37268,1080
72765,900
32708,1192
95865,1683
73910,3704
66932,3953
38588,319
58635,1310
9795,3343
88184,3370
81759,1293
35410,2040
73776,4591
86641,300
43735,301
26394,3779
84899,4550
41671,5864
13872,3464
37362,1229
35498,4275
78573,15484
48896,461
82154,2401
71024,462
86685,3221
40966,955
9896,3277
63319,2854
55113,6084
86297,1986
67768,2204
42487,5916
68932,1979
76386,2507
52363,455
32848,1561
55520,2552
66421,2862
32367,1691
63993,958
96431,11548
7837,1171
35030,412
10115,2577
82001,2086
48276,1000
96176,261
62367,2072
98223,9988
60114,2589
63587,5442
65894,1283
82464,1084
52446,1718
79943,976
51207,1628
75846,2819
24669,3710
42245,705
34585,5537
42291,1305
2196,19318
42984,253
71694,2214
52427,1126
44418,809
22506,1248
8260,2591
83220,5240
35505,436
65529,141
81958,2648
55447,5252
72923,3229
79872,4526
66349,2584
43540,703
33998,10655
52420,1030
85523,3206
71118,3115
71705,2684
83980,4286
40601,436
9860,18209
35005,1232
42918,835
31105,3211
53970,377
72798,242
65941,1643
34195,3979
51521,8876
38786,469
86640,2612
43720,269
41591,513
37301,1033
79848,2240
76854,2044
43027,1108
51612,384
71246,1075
87774,1193
64679,1183
98485,1530
41320,1085
63133,3158
67584,4038
40753,1339
72545,2911
2802,41154
74366,2870
56520,3314
73074,4645
48894,541
99457,710
60336,73
41247,757
88338,1327
41386,1054
57813,3574
54384,4961
4248,840
71069,2599
87165,2060
29848,3417
25478,1249
82162,3397
87270,1780
5635,10260
75272,1435
68741,2391
84832,4033
60552,1952
74919,1220
31754,443
81950,2125
68753,2052
87885,3137
82980,1841
36150,6242
24700,5545
60654,2011
31792,606
3440,3300
97294,624
42547,1099
97659,1440
40402,1663
87349,2430
62224,1251
37467,1070
41368,1535
75892,5553
61667,198
65964,1298
69462,3744
68309,726
72907,1540
31844,736
98041,447
41917,208
43705,269
96154,423
77338,773
4260,295
85331,784
6847,731
46397,1820
43067,6615
71421,4900
38666,167
64063,1257
66908,3882
86000,5906
50917,337
97035,840
76141,1195
11613,2191
57312,838
34918,1649
70696,3532
60889,8151
74209,3557
45305,1687
41581,284
66539,2373
23281,2067
39353,555
58298,1184
55787,1665
7574,3546
80206,4683
80799,1623
60321,5598
75445,629
74940,5588
82124,404
40696,793
40173,303
84956,2119
57406,4837
76787,2172
66492,2074
72090,1938
52832,274
39748,1942
38566,1378
47449,13453
26347,6052
70605,1519
24839,950
98805,951
72834,1043
82652,395
41225,1636
82962,2022
71397,6082
47712,802
59837,1544
71505,15917
63919,3099
37107,1391
66020,706
64138,2028
98898,3117
82712,660
90903,304
82342,2874
4863,8341
36878,1254
41937,950
24218,2401
42665,1162
53604,17044
81913,4117
75026,656
68125,1919
69619,582
81172,653
79475,284
3160,12557
49920,2039
78121,940
37076,1355
38663,170
66350,3545
70750,2644
23155,964
48055,1299
40270,1374
22005,12431
43728,281
87819,539
51452,550
25433,7818
74395,2111
98071,986
8198,6954
23707,1914
30053,663
53178,1134
50815,2334
74555,3650
71787,3029
77335,6020
4513,1638
5689,45942
98244,1982
63962,1157
87598,2477
48221,1145
66939,3596
56546,2012
72228,7366
82068,1451
41451,1125
42205,1811
88182,180
23611,1148
42453,4161
76035,2851
34933,663
43575,7287
85744,3086
79738,1889
67549,2787
33210,6946
75440,1173
35411,734
58581,1405
98476,6788
34849,6295
87020,1960
85512,2833
63163,996
64730,2714
83151,562
69335,4529
76619,4601
31997,266
35873,4064
78028,102
98243,2685
39680,2700
75052,697
86435,2507
85494,2959
62504,712
97466,5553
5051,3438
36944,875
7087,2764
71227,1165
75121,1069
31797,630
77978,2082
63485,2465
79259,1661
87991,1883
31334,2672
67396,2596
34145,1295
64590,694
75422,549
29919,119
56864,923
38664,167
26177,13901
35472,784
67210,3235
51760,153
85952,879
59019,5648
2835,205
34209,1443
67067,2495
3118,740
85162,6770
54775,3637
58163,2667
67145,2526
44101,2191
46080,2104
87106,815
39269,289
51318,1565
62032,655
21642,502
70890,1688
54668,2248
79870,2322
61293,4495
28737,4357
68033,2199
41093,1448
45463,1220
36067,2422
64932,670
39854,2159
58923,3500
65700,2203
32211,411
72591,3630
55409,2303
61729,11834
58987,1337
72406,969
60412,4991
61144,2448
37866,1906
7255,570
53494,5138
40920,2143
99092,2641
77215,1980
23804,3386
31800,554
69044,872
62043,1748
86804,3186
39494,6604
81633,334
51518,734
37116,1581
31814,3244
65737,2442
82046,2098
88072,2669
34384,83
51053,1663
74635,4710
83117,4276
52321,2926
96228,3249
4196,4579
9842,2820
77066,1322
64422,2094
79693,2871
38622,218
37431,1893
25459,2195
45525,978
75395,3325
26436,2281
38412,2299
60422,1320
62387,3127
32682,1853
70799,2003
37018,1531
61121,410
47080,2359
57199,2418
88032,158
38407,1029
35359,14902
83072,882
65555,2557
34294,2390
86459,3298
42474,2180
98634,1809
40266,1796
40340,795
96848,932
61951,381
88272,382
43685,273
87331,1525
75778,2491
24554,2485
32594,6847
41578,1732
38047,1188
40845,148
37713,902
36172,1372
79988,2723
49366,1607
47848,2367
31753,395
49164,1354
45464,824
72149,5469
74786,783
7831,2210
99364,3030
75255,2146
80727,1350
40645,1565
77166,256
56819,1117
50633,560
3889,898
76181,777
67059,2110
40838,3733
54348,189
72994,231
43506,3272
80387,486
76663,860
70821,1471
3745,6561
42606,1819
71228,1228
74481,2782
66402,330
50443,1975
63605,4714
49494,3121
47365,2553
31144,137
11069,2178
42292,1232
51568,3076
65047,827
38625,431
75251,536
4075,4454
68904,3373
80481,3886
7601,6090
75719,2682
37869,1888
81799,882
58742,15125
43709,273
31384,2877
68220,2406
82424,2472
60626,1174
74041,3318
41113,1867
71185,365
55592,5442
53890,634
39654,238
63373,1972
59854,1342
79310,3230
49596,320
72343,969
79632,2341
6248,1546
75393,1431
57556,1247
51232,448
81956,3338
87673,2289
41882,945
39753,1244
6981,2574
71155,2008
85572,4065
68496,2409
75479,3991
56549,1867
11280,984
31772,4668
81859,2255
51620,625
87023,923
7751,2240
33728,961
79706,2005
83050,1325
49382,2846
41546,1283
23051,1946
88109,3533
97992,620
41690,12799
75488,907
96980,1435
2007,769
64045,2221
49830,3567
96223,1205
35166,777
64959,1695
43711,279
48218,876
43095,453
73459,21021
96439,2062
35996,1427
60103,314
79795,3993
60100,1458
77977,1460
50919,2242
43679,277
68488,2413
99323,417
33966,577
23332,7444
79539,2805
58592,1087
60424,40
86582,2431
64933,783
40380,842
88084,674
66601,2405
5133,6756
41643,945
25937,7521
31036,373
97514,2356
45771,1164
77218,2941
72597,1456
41861,1297
72205,4031
24051,1964
43101,420
63591,1230
85442,3193
74821,3960
22034,8652
31535,7206
7183,1663
95901,1877
44440,392
72385,1432
47161,1766
77165,2540
59798,3935
74574,6752
54499,2405
87830,1521
2219,13961
52443,2437
75774,3872
64765,1580
76060,3324
4036,1760
73495,708
82179,10722
9698,430
71015,464
53333,4084
49566,110
39743,151
38473,952
82793,2172
45313,4361
77481,668
30238,5669
52833,240
24461,10396
39714,335
76748,310
81857,2544
51206,1186
41244,1877
63527,3918
42738,427
52626,1867
87858,1849
32771,1017
34836,737
55538,2457
9455,946
64798,2517
97741,3418
76150,1643
32354,267
74878,3062
43878,2253
35062,289
96363,223
28565,2863
68281,2062
83241,7297
38284,636
54733,2697
37850,867
55972,2524
45553,778
40657,2539
78444,1114
97059,6156
54354,2033
63775,4897
88259,1663
98044,170
85639,2617
6066,1428
34170,2073
40922,44
59256,2571
4623,2736
72593,617
82265,2232
64485,667
36208,491
66542,2131
22503,2965
53122,521
73009,2956
54169,6458
96107,1010
36500,4097
6605,1118
68427,2214
87121,1899
98027,1864
26910,1023
60314,4142
39581,803
31335,1189
34922,1603
42724,2878
43682,265
72081,2202
52365,7100
34990,615
34862,20326
47801,873
59795,310
82817,402
68229,2487
35352,3886
84282,4071
39997,25880
44296,221
65383,408
32466,5803
81000,475
87128,2377
38443,4022
42375,2483
61586,6482
83702,407
87033,391
63935,2120
35028,165
60301,560
69079,316
41639,1684
85535,4976
51931,981
26709,2281
60917,686
67303,3530
58241,2413
71287,2282
55290,1986
86607,2022
32267,975
82525,1646
26405,151
56184,2134
40346,1388
54975,2671
10493,2626
51598,555
67536,2910
37426,997
40714,1001
72886,1104
50946,2660
71680,2412
96979,1613
56544,1032
87474,1021
72571,1888
82425,2395
34669,760
63960,1864
83493,777
