id,length
80467,607
97730,6067
33831,4305
50922,2051
87319,896
68122,2588
75462,1599
33014,823
39480,421
6903,941
37222,4022
65264,545
82207,5810
4909,103
96915,2520
38410,828
51379,7529
96019,3175
6558,1648
70612,1017
51962,728
33337,2418
35024,804
98913,689
67484,2128
78696,3546
74193,3280
67905,4237
96261,2856
40373,547
35502,702
45356,756
38068,2403
71083,21259
37709,6661
74956,18518
67579,2338
64057,536
87816,1036
5119,787
97478,226
86373,2964
73289,498
65442,1851
48262,1526
72319,2303
98120,997
43975,4226
32926,1302
71910,3044
77937,1069
34002,35076
34158,1264
69103,1857
39205,273
28514,35
98904,1977
68569,2682
34660,1853
50118,3492
51492,913
87376,1106
87380,2972
67583,2671
74148,3172
97283,1291
87842,203
45301,1433
77095,637
72488,1246
40128,1718
78640,1029
48330,1812
76201,283
51775,703
98532,695
41217,1438
32906,11991
71765,4325
52961,1819
52613,528
83423,666
72781,1480
62620,257
21997,1484
98832,5061
48877,1001
66914,3329
99224,469
59955,3019
98053,2043
5091,5040
69237,3911
60349,1177
86794,3704
34664,763
33898,4549
51087,711
44529,3540
7670,2524
32269,1055
56442,2015
64456,4531
77170,2530
72381,3827
42556,1631
9755,3320
87709,349
74653,2178
41038,448
58108,3003
69621,847
97967,492
26763,12413
31788,524
67697,2076
51342,2130
43754,142
41847,1120
40130,1368
45466,679
80971,793
97643,2823
73480,3500
64433,3867
30489,247
36078,380
31724,2641
34266,1027
68190,1592
83359,3059
35485,1519
34927,1241
86153,2656
74549,652
37336,479
87848,1623
4435,9501
44625,1525
60709,909
84961,3576
60031,1011
51066,636
48621,4075
86991,2292
78083,4155
75455,438
60293,2384
76049,2817
51640,416
77099,2459
43741,248
36917,1616
34685,5542
9825,340
43702,269
74450,6844
42161,2093
25992,7132
4840,880
86822,1899
40834,864
4379,3230
51190,2172
60780,762
34305,1156
7416,1511
61362,5415
65025,1437
52752,609
27207,364
33828,2487
74404,1933
37015,1602
50869,2593
42208,1420
66191,1058
97164,1848
95958,1549
44170,1306
97080,2981
74901,2607
54744,3106
44005,1028
87133,2093
42447,1673
43981,1657
79645,2967
56913,786
64457,8047
82815,933
79274,3878
50773,2682
4044,1864
66599,3913
40769,633
72357,1703
81137,399
51503,764
85960,2079
37204,1403
51705,1099
86168,3069
4177,1717
66453,3540
87833,4667
60527,5713
77649,3704
71377,2722
81323,961
9782,193
67137,2230
41601,1321
83408,5564
43697,236
56495,4589
41560,1206
62052,1175
76046,2911
8187,1592
31806,1767
29749,3124
83290,513
43159,2823
35117,1993
57964,4121
71009,3841
38450,3568
79610,2105
86693,2497
37867,1145
31360,1091
40709,5087
39161,2543
64147,824
95779,6043
62267,1747
34819,922
52376,473
2005,1415
98757,1494
45354,1934
60540,387
73278,10495
51600,1897
86897,3374
97913,634
39761,2589
80662,1721
4887,1184
9830,4688
34198,1020
53983,139
43629,242
81769,2178
35014,269
80555,457
40650,316
83523,2438
57477,2026
52671,3450
79502,2549
36178,1523
58091,2336
4803,7791
81727,6304
52361,750
72892,2249
68449,2180
42960,530
31370,136
96443,3841
41366,2268
85430,2978
4397,915
42552,394
81270,11120
42656,1056
83375,1340
96467,1872
67149,2087
28203,5970
79077,2167
35465,1025
86473,1496
3136,515
32053,436
6672,707
78104,169
44609,9940
86819,740
32714,2219
96173,1269
41868,1255
97468,2308
87141,3184
31145,137
74578,3085
65474,6746
75129,3228
69431,2343
60649,661
67258,2705
36398,1602
80239,3544
87578,2287
41397,2092
79047,1922
62570,2244
43049,611
41065,5177
35834,612
71376,827
37898,4621
87272,1926
41008,407
7429,3902
85616,3989
78556,1798
72530,4195
67963,2241
79796,794
50156,2166
58005,9642
41552,449
7179,9666
3954,318
64737,639
7622,1930
31099,362
58308,3560
52620,1323
36170,1122
85734,638
78962,4140
98617,2507
38045,652
60775,1362
56658,3199
53025,5834
98170,2355
76006,3946
85796,2523
49031,1354
60960,6091
87872,2198
49799,4077
57504,3560
2891,1209
87749,1663
37414,807
60855,2852
43971,949
64292,1879
28780,7358
51943,940
35658,2203
7323,3238
74723,651
40782,485
64093,1789
33997,7834
36921,1016
7470,279
53227,874
86267,2784
70709,8686
37022,1095
65070,5942
71365,2048
40600,490
66841,2702
86855,2102
40513,3777
82937,3101
95689,1113
41053,2006
72885,1098
38530,2128
44132,1473
71298,353
83669,2832
96093,1347
66807,2246
73001,301
37718,850
37307,684
72850,375
63728,703
34267,844
42454,3409
38339,331
4243,2815
98708,1977
41746,1194
51896,530
32208,434
63964,1244
45070,375
26465,3997
98740,1419
95963,1109
99514,501
37320,700
44635,882
82514,240
38662,159
40692,479
60909,1222
30316,5322
32247,255
86127,2081
49279,621
51890,510
41913,1091
76441,809
71043,7287
40622,1939
46071,1580
67500,2349
32835,631
35174,767
43874,82
4115,452
40653,562
87713,2146
96453,260
67848,8086
60751,477
76202,1377
62253,1995
35456,672
32930,136
99516,398
42289,1166
32808,1256
57776,425
67505,2413
95933,1620
86811,2123
65395,1300
43726,281
76758,4311
41613,538
86912,4247
34270,416
2248,3222
37251,661
38750,2138
64759,2377
97530,27399
65937,2058
71373,1921
7835,1738
55280,2210
3333,71
62494,811
60201,1842
6435,1953
44272,612
34298,2052
86130,3694
74895,668
51224,714
43543,1142
59566,391
67113,3074
68074,2852
78576,2748
67561,3121
53415,1526
59056,4582
51973,1541
22179,528
63006,3168
99337,1988
66107,1190
48215,324
72995,295
79305,3456
56611,38
45077,1986
32627,835
2241,194
86606,874
36393,2002
49458,386
71279,2510
56216,3944
36493,1675
82627,891
48932,503
61883,1208
40702,1410
35032,867
34383,162
60729,2601
37205,1370
74690,4977
72841,456
25595,6320
4895,2790
35670,2418
34992,1988
67722,2035
50788,3977
75483,59
70705,1199
71145,379
81914,6698
24414,4043
26479,254
77482,1666
72231,2965
74814,637
44261,1360
71194,341
43104,1103
52403,501
4955,468
71573,1942
78029,577
40637,1445
40367,682
77053,1576
97163,7202
57098,1434
39708,645
40459,1983
68234,3529
2095,1824
68030,2664
98514,5802
64040,961
87923,1753
84599,1321
73240,6244
86879,2304
7281,476
41830,293
67546,2454
66993,2392
9654,4738
5813,727
60994,830
49902,2160
62378,2935
42693,992
44167,2152
98511,4623
81599,964
50552,1298
43747,261
58674,6643
79081,2804
41014,3294
74357,3313
51606,201
6312,3277
51708,547
76051,3160
26892,2485
33239,1676
47340,679
98823,3787
39765,1583
82262,2344
33503,2217
32183,2328
98179,2820
44931,954
36236,1339
39531,602
27068,5967
36916,1148
61895,2177
38686,1482
38253,2758
43590,4217
84094,4252
84476,2554
52683,3222
61410,736
60591,628
4873,3583
60845,3160
38467,4156
32224,1098
55843,4317
34943,137
86858,2923
74418,2941
34638,507
61232,204
50779,2422
7152,670
76797,2031
81575,2961
68719,4292
44936,2347
75427,862
38217,272
37496,2787
43715,329
81779,2424
52628,2035
4106,3204
59769,5158
66403,5931
87301,1966
77959,5956
57379,3385
63293,232
72852,2037
85576,3330
81742,2426
40823,2734
72578,1428
74945,1744
50361,2325
53822,2152
42144,258
44160,1312
66962,2665
66033,1374
73815,1166
21886,7564
82818,3241
74556,2549
42359,2267
34578,3284
80586,1266
64052,1295
7499,557
42022,789
26295,2668
97939,1963
51335,666
86603,1938
39536,460
41413,706
34706,265
83284,2124
81113,1521
96987,342
97963,912
40249,1052
72217,269
82253,3367
39953,1449
50878,713
61323,3413
64621,2805
58348,1660
55463,2335
72061,4956
73140,2396
22505,1650
52737,331
37060,1736
32121,648
52411,879
43785,2322
22813,7157
70752,2474
23094,867
71142,1120
83660,1508
69332,228
4401,839
43642,269
2258,1721
34780,1889
6808,5497
82060,2554
74088,2102
9621,1053
86232,2181
49232,4343
97481,1100
72349,7201
61262,734
56863,5784
76106,500
53492,4538
38321,2039
40400,1351
42444,2195
53564,1718
67411,3371
59576,2007
74779,1966
4997,871
32600,1199
77906,215
68040,1981
68922,3046
80623,1626
22500,2057
69460,2890
86161,2707
66408,949
44182,519
47632,2528
56170,2296
54580,196
97564,1058
26255,5783
67712,1650
62171,1580
2319,17531
34239,714
3386,8390
86324,2167
9864,3131
50944,2594
85525,1889
75997,2880
31331,1942
4378,5482
33763,1215
41752,181
72973,190
73465,5238
76974,2199
65491,126
26378,25297
82475,2527
56577,392
57155,1438
55565,3328
23321,4141
4921,2638
7491,1978
87926,2553
84369,795
79575,2499
86254,2342
43667,256
95841,2254
35773,876
79827,2166
36453,1040
46844,912
32527,1222
74887,3332
88111,2114
59040,4202
83167,470
52399,1141
73247,3016
23539,16785
21879,3537
73952,8138
33157,2468
39706,1242
38856,1879
60323,2513
81192,742
46783,2082
32205,412
51311,1010
78871,1161
36226,1003
38627,311
32039,1552
40524,849
64286,810
61635,507
96004,1262
2683,4642
35170,7679
62430,3017
66365,1498
9544,2854
22341,668
41765,1922
42640,937
69883,1783
41207,1019
60490,1352
86632,2860
41262,1354
78664,3879
63282,2801
97681,2444
28564,4970
74179,3132
78800,1884
33404,2098
34139,1051
47920,1401
61870,1691
66374,804
6937,1816
33601,4238
78356,590
67993,333
32063,1478
63289,2095
72040,1953
60529,750
49037,1365
87028,2609
3204,297
76435,3697
40507,364
21991,2201
26348,1956
84327,730
21711,2858
25994,1222
61106,1430
42387,3048
64994,2240
59008,1295
65940,1641
71909,392
34999,561
75381,996
35645,3210
65392,2146
35600,1786
54693,143
87458,2303
68576,4910
49547,972
54097,3168
73282,936
23567,1335
30976,3062
64860,1914
9942,3638
52295,2816
68119,3145
35082,1044
51482,7267
57469,2874
11045,20019
82422,416
3952,383
33016,7345
61541,309
96792,523
76345,5251
67209,1982
73233,1781
60870,3026
33438,2093
25566,2601
51663,1179
40392,2130
32653,5248
71523,3451
41657,451
81638,2102
73917,2167
49562,1661
36552,2349
39479,489
79618,2093
52324,4432
85362,1845
70754,2476
59635,1444
41943,525
82740,1061
68483,2973
64816,2810
70770,1304
80646,456
37245,1650
50724,2134
88127,2712
87804,710
85248,32
80685,7622
57212,1510
8550,1245
78905,2235
64236,1555
68137,5379
74987,1645
69261,1894
46092,631
64576,2648
36724,2186
3116,1942
22512,672
62004,1076
7855,1764
32991,2215
99113,376
64878,1480
54008,3775
85963,2073
58365,19494
50482,3033
51275,259
36243,2145
24056,3343
45125,4955
61296,5450
40033,348
42985,1023
64833,2000
64071,97
62508,1345
66795,2217
74868,862
53209,198
43656,252
74409,3141
43699,281
64463,1001
85682,1853
41036,780
72274,2661
5013,799
23076,2806
39267,340
61543,337
71032,665
41858,266
38357,138
2318,6382
81127,1873
66742,3103
60304,946
34861,5392
51604,687
51565,803
32049,535
41934,2804
71346,2108
73164,1342
97641,1068
32222,4415
66411,875
40829,1275
49480,930
42152,15503
60281,1213
75429,9949
79927,2044
36131,824
26323,4431
59020,1509
42177,6282
36946,5703
47504,2726
50602,1552
49660,3083
35414,2683
49669,827
51368,2013
81961,2433
21047,1752
37499,13149
61650,3498
82146,2415
40991,1036
96008,935
47326,471
84151,4318
86977,2076
59568,1228
98506,2137
85854,3269
38893,1183
61595,301
37325,2069
37945,747
54512,2400
95952,1405
81753,2315
70928,1636
39000,892
79069,1979
81125,3954
44422,1483
62727,2176
83197,4234
34969,740
76039,5579
85743,1975
35281,678
85843,2031
54163,5620
39742,1252
51025,1481
58859,1577
67378,3329
5080,864
25978,1386
64887,250
42400,3058
98774,2091
5027,9311
82810,1678
6834,491
97330,3071
39444,288
38591,443
42437,2125
25152,7399
47419,1573
51502,1070
34194,518
66346,444
87715,3377
43012,691
59001,5000
59957,5995
73003,476
41627,360
80452,3450
64753,2152
64064,651
44350,150
81999,654
60005,550
56310,1637
42249,2693
35778,1128
79884,1924
24443,5220
61218,666
52195,4112
88083,7070
72188,3119
51158,685
63725,2751
58585,1851
58084,3106
66412,2296
32801,1180
50198,629
42667,2407
76053,2021
49293,1521
51462,2989
85026,211
43524,47
34426,2794
95778,1525
71825,6691
31801,2022
73263,5206
80746,1686
50259,2217
37246,1931
34991,1110
4537,20986
63295,1778
4979,553
3099,1119
34425,1269
37229,2028
61759,856
54232,3411
96392,2968
87697,891
87481,2317
35481,7611
99046,1460
85414,2290
72451,2910
59939,4404
72708,6858
73819,4011
52479,2713
82251,2636
25447,12653
51257,14819
60897,256
48691,2515
97915,958
56796,5920
33738,750
95954,438
6608,1530
75923,4232
3382,5520
84985,470
40695,2272
74855,804
39478,12515
40117,1054
48683,197
87225,2056
69274,1555
69005,8694
34973,217
72969,283
35602,2292
4076,1247
52118,953
73722,3801
82107,3210
35155,4431
60949,1156
59031,422
67947,2056
78888,2206
43096,199
49579,1111
4962,3985
96150,1060
32642,5084
48660,1973
43879,1066
60906,2258
76019,2544
52362,509
83741,943
95992,2471
75466,3547
86002,2150
40085,1894
34329,5314
76428,5489
77027,1086
57327,2602
35364,3548
31728,327
35135,4320
41354,2346
62264,2376
70554,892
60981,1520
69487,2782
37929,1870
38563,485
74460,5045
64647,10240
43980,673
32809,468
78758,729
69895,1152
76414,13352
33326,4675
9887,3489
40558,13000
78124,2016
42983,292
32734,858
37492,2413
41299,1235
62486,4484
31492,10108
24364,68
34978,587
67665,2560
62272,883
65854,821
31851,836
55728,3488
69663,1943
57968,978
95941,325
5017,4190
81233,2197
32248,275
52472,217
43100,1352
57983,2114
4316,4697
39305,1583
38904,746
76185,561
84964,1847
7452,719
74685,695
87502,2314
72218,1104
51293,7648
40097,182
32819,887
83027,1719
95856,3410
34394,54
85539,1914
81277,481
23312,55
43721,277
81007,2725
31878,1155
82562,1775
65581,1006
33189,3661
45479,961
39729,2200
46874,2521
50619,2225
65124,7613
57245,2992
36615,2000
85413,2592
57249,2522
34104,2613
50709,1014
52967,262
32750,634
78681,2777
16507,3645
42987,264
72590,9330
34925,1314
51069,833
78781,1578
85797,2301
43931,2215
64800,641
70782,14389
87025,1916
72088,2595
32631,655
68477,2836
63416,2550
34958,2104
52402,594
58302,235
97580,2096
50421,3823
83236,1312
38199,6593
39541,6886
59257,2021
32828,286
40611,5260
47976,4276
68407,2584
4270,2040
40913,2082
70979,4401
30040,4281
74344,2458
97162,8423
87194,2832
74912,1473
41709,1249
64041,718
54818,3525
41398,1291
87512,2169
74050,2460
67887,1759
76445,3113
67285,2551
31656,4082
42411,2964
3220,5280
81195,467
98183,1713
5089,1086
74046,4422
55373,1956
38241,11442
66370,4231
61401,82
66947,2911
57174,2227
42027,741
87667,2809
68283,2755
28219,2220
32023,473
62568,2031
83988,2336
41845,713
81992,519
51314,1425
45954,4613
82459,869
40134,15381
45571,240
87772,729
66263,8421
65652,4784
67460,2688
72350,661
67696,2745
99465,3630
2902,725
81890,2192
35488,8278
60665,912
32204,544
64579,2874
51898,2039
61271,1143
85872,1660
35201,1771
63245,2432
81074,1345
65756,8486
82463,1429
81887,2655
88270,2215
39750,1314
36754,898
76281,5223
36924,1330
45316,538
1997,281
7475,677
63024,1206
48277,921
71655,629
65077,747
31738,1585
85589,2818
54914,2633
40671,1527
66901,2500
85056,1139
25515,1708
25859,3172
44023,492
70963,879
32752,12691
51567,1277
34123,1483
94060,1202
31909,404
60765,1804
79030,4851
75405,313
98510,7184
63082,571
76167,445
51135,269
57159,1944
37397,1775
4325,231
3857,1120
74917,529
50636,2706
51195,638
39567,1298
85927,2201
96455,1049
38345,1491
40054,175
35580,534
81193,577
96292,1389
86157,2821
70834,2290
64080,799
4699,4412
42290,3143
72473,4075
37218,650
31836,1082
63472,1643
64695,1893
34542,12872
36443,1908
78307,140
58781,10078
60513,1226
30322,6389
86182,2217
74781,666
44842,1183
35482,1462
47922,776
72420,2954
50247,310
8353,1246
57350,366
34212,3132
71150,3235
49968,2221
76659,5601
65896,1863
81136,904
57880,5249
83540,1910
34648,598
86847,2158
76327,1154
52414,742
43630,265
51758,746
43652,277
96126,1759
34652,1377
54779,4626
38207,1744
64047,2215
43649,261
76858,5702
56816,370
85522,367
23121,1540
44164,1306
31747,699
82416,1344
82074,2079
62737,177
7454,545
98215,972
61744,1246
64060,1116
33489,164
61434,3638
36690,3813
40822,866
37967,582
65987,1250
4698,9182
38127,2984
75290,2394
78953,3545
99371,683
69022,2588
79004,2318
40162,875
42532,1717
57050,1904
63698,4687
64146,859
70949,1258
51509,1157
38849,671
6446,1786
43953,5870
44403,2950
49955,2111
41263,1513
8211,2236
87450,1386
37479,1340
81885,3562
42468,957
79318,2271
42001,1476
4146,3366
35361,5339
4891,624
38411,1366
41498,714
3914,310
44026,768
63439,1100
73410,4412
69011,473
79269,3437
52212,483
58815,731
96329,397
97471,1421
87076,4591
85729,2852
83405,2026
43714,273
51337,280
96730,2855
4181,3518
52740,1183
46182,3483
40331,3584
73565,1156
24429,8439
40375,754
56448,785
51068,1048
78457,685
82247,1104
2177,10458
35451,5995
39871,1608
59545,1548
86347,2881
88180,270
38223,5055
32455,1445
83959,669
42323,1728
86555,3396
2344,7994
80862,1219
81582,2343
85701,3246
42919,779
34906,1383
54651,2364
40007,540
66910,2097
35922,9170
53014,3439
34401,5207
69653,1053
74847,1923
32028,317
85427,1728
80047,2371
74512,2679
79051,2214
79621,2280
68405,2343
43983,3775
41175,6476
68067,2213
43654,272
68172,1289
74562,2443
66638,3969
73675,1389
7111,4060
48604,542
40606,353
9543,5992
76766,1267
57373,2532
41125,1668
86341,2131
68579,3703
73005,2268
34171,2764
34646,839
39726,1220
67787,2436
57924,3006
62070,621
72997,220
53282,1559
31959,743
97469,681
55317,3149
33158,393
74386,6444
85683,2290
79909,2087
60754,1089
67170,3579
43743,261
38071,5081
82643,1833
85800,2043
26530,3687
41954,779
35894,2509
52445,530
31376,136
77352,3139
42726,1320
66353,2308
28271,3481
75003,6607
8078,4076
82513,2906
79741,267
80393,2830
21993,4328
37544,1824
5677,1602
78534,3854
40879,13679
48997,920
37774,6680
77076,3772
81536,896
51297,626
87840,2423
35782,251
41332,799
73816,1590
41739,716
65419,1138
72162,1991
2922,822
50293,202
41971,1350
21947,1400
80670,62
75419,2624
84791,927
80472,1160
74704,877
32106,2364
4302,6684
57447,732
52397,1085
44443,3482
42725,440
67462,3079
73911,2454
49252,969
3219,2005
41761,2487
52197,5353
78824,1217
36207,2505
5687,1467
34102,937
74326,7052
69486,993
98986,2172
42352,293
4386,1325
31329,136
64642,2239
84186,1370
35000,1183
55045,3959
33209,2298
74367,2479
34244,886
71547,2561
37381,1162
72843,1404
83244,880
38618,421
70936,2355
39582,910
57363,3172
34151,1370
31736,204
55406,1190
38337,1119
97791,4008
48254,1218
37129,2840
64755,1798
76707,546
99123,1247
31462,3329
73303,318
26566,3703
42025,373
81188,1124
32777,2235
83353,400
68869,5175
98821,1218
43664,248
81111,1799
35389,1328
87812,656
65401,240
32462,1004
34976,400
75005,1118
38797,694
43689,273
64790,985
55005,7324
63362,2749
43895,1369
60537,4992
64580,3026
32836,327
41018,1329
52307,3521
50595,2268
37266,1328
41852,333
61003,2819
39201,1825
38626,426
65547,3490
61914,1176
34696,3109
34103,1018
41201,1398
40853,1960
41172,1833
32999,2203
30126,197
55504,4022
87371,2074
34514,3166
97970,893
42493,3370
67983,2234
71281,2277
22524,793
75034,8450
41926,5005
97968,491
39727,1019
78110,596
41035,779
67479,266
80687,3583
52380,407
83034,657
50719,3091
41554,839
47520,2023
65143,2113
2190,68
81782,2606
68826,3923
38728,1215
59609,9749
87131,2740
58282,950
97312,2348
48574,754
41633,3013
98352,732
69265,14875
34850,1311
51137,341
74607,1638
63595,176
23282,728
7460,3733
96477,402
31324,5016
79882,2464
85028,169
63735,540
50348,2283
51251,6705
68240,594
77124,3719
95811,3402
60903,1715
38939,1845
52831,469
29882,3539
75392,490
63281,3171
78872,1406
80132,1646
32742,2363
60058,12868
63994,590
37751,825
66247,1560
42248,2779
53945,1156
82576,689
43723,273
60099,2875
96145,1341
74455,2636
47779,1596
64995,2474
54013,3172
76017,647
49292,754
74485,2043
63969,1172
53088,617
71332,6285
77003,3825
74545,2877
37640,2428
38447,4965
51289,5597
12908,632
62580,537
42207,1142
76304,3502
28230,8976
38250,2286
52827,540
41997,1404
52386,525
52383,403
10532,731
64656,3460
